Var1	Freq	Group	Type	Sex	DAR	Fra	Ratio	Expo
MLT1N2	1	Immune	As_F	F	MORE	0.00609756097560976	8.63712661003015	As
MLTR73	1	Immune	As_F	F	MORE	0.00609756097560976	6.26874021033788	As
MMVL30-int	1	Immune	As_F	F	MORE	0.00609756097560976	6.19922797010228	As
MT2A	1	Immune	As_F	F	MORE	0.00609756097560976	0.590119388383213	As
MuRRS-int	1	Immune	As_F	F	MORE	0.00609756097560976	5.90742953539046	As
ORR1B1-int	1	Immune	As_F	F	MORE	0.00609756097560976	1.98439307723184	As
ORR1C1-int	1	Immune	As_F	F	MORE	0.00609756097560976	7.2949396753754	As
RLTR11D	1	Immune	As_F	F	MORE	0.00609756097560976	11.2837323786082	As
RLTR13C1	1	Immune	As_F	F	MORE	0.00609756097560976	19.4608675517135	As
RLTR13D3	1	Immune	As_F	F	MORE	0.00609756097560976	16.5312745869394	As
RLTR14-int	1	Immune	As_F	F	MORE	0.00609756097560976	3.24690292837458	As
RLTR24B_MM	1	Immune	As_F	F	MORE	0.00609756097560976	5.79061595700703	As
RLTR26B_MM	1	Immune	As_F	F	MORE	0.00609756097560976	11.7135888501742	As
RLTR30	1	Immune	As_F	F	MORE	0.00609756097560976	14.8183955333529	As
RLTR30D_MM	1	Immune	As_F	F	MORE	0.00609756097560976	22.7764227642276	As
RLTR30D2_MM	1	Immune	As_F	F	MORE	0.00609756097560976	7.86398228432412	As
RLTR4_Mm	1	Immune	As_F	F	MORE	0.00609756097560976	24.8973042362003	As
RLTR45	1	Immune	As_F	F	MORE	0.00609756097560976	3.7774165518068	As
RLTR49	1	Immune	As_F	F	MORE	0.00609756097560976	6.21803250388419	As
RLTRETN_Mm	1	Immune	As_F	F	MORE	0.00609756097560976	4.30948433520775	As
RMER17C-int	1	Immune	As_F	F	MORE	0.00609756097560976	3.00715606178067	As
RMER19B	1	Immune	As_F	F	MORE	0.00609756097560976	1.03878955174687	As
RMER20B	1	Immune	As_F	F	MORE	0.00609756097560976	3.02937642676919	As
RMER21A	1	Immune	As_F	F	MORE	0.00609756097560976	8.55303775569049	As
