logFC	logCPM	PValue	FDR	TE	Control_CPM_median	Exposure_CPM_median	group	Type	Sex	Subfamily	Family	Class
-0.502151684	8.451741838	0.068028378	0.223552375	MLT1C:ERVL-MaLR:LTR	369.9804773	270.9529888	ZB_RNA_As_M	As	M	MLT1C	ERVL-MaLR	LTR
-0.620940361	3.805792874	0.067828788	0.223552375	RLTR13B4:ERVK:LTR	13.81358227	10.02574586	ZB_RNA_As_M	As	M	RLTR13B4	ERVK	LTR
-0.631638607	3.388966011	0.067715299	0.223552375	RLTR20D:ERVK:LTR	10.0900537	5.522694189	ZB_RNA_As_M	As	M	RLTR20D	ERVK	LTR
-1.098121407	-0.290443085	0.068874909	0.224919625	Kanga1d:TcMar-Tc2:DNA	0.547071665	0.239728412	ZB_RNA_As_M	As	M	Kanga1d	TcMar-Tc2	DNA
-0.511657834	4.816893841	0.068825228	0.224919625	RLTR34B_MM:ERVK:LTR	28.0723878	20.42009837	ZB_RNA_As_M	As	M	RLTR34B_MM	ERVK	LTR
-0.738616687	3.062687256	0.069164205	0.225160729	RLTR30E_MM:ERV1:LTR	7.422781428	5.366578953	ZB_RNA_As_M	As	M	RLTR30E_MM	ERV1	LTR
-0.756634128	0.181695047	0.069957184	0.227034962	MER95:ERV1:LTR	0.98071469	0.434046427	ZB_RNA_As_M	As	M	MER95	ERV1	LTR
-0.491856494	8.278965102	0.0702109	0.227152913	L1_Mus4:L1:LINE	329.0835066	235.6040575	ZB_RNA_As_M	As	M	L1_Mus4	L1	LINE
-0.461848223	10.74420256	0.071450445	0.230449739	MIR:MIR:SINE	1820.777096	1410.921257	ZB_RNA_As_M	As	M	MIR	MIR	SINE
-0.936860706	1.150853388	0.071990047	0.230765642	ERVB4_3-I_MM-int:ERVK:LTR	1.935789201	0.695625806	ZB_RNA_As_M	As	M	ERVB4_3-I_MM-int	ERVK	LTR
-0.574768413	4.144655772	0.071952068	0.230765642	RLTR19A:ERVK:LTR	17.34753614	11.03398929	ZB_RNA_As_M	As	M	RLTR19A	ERVK	LTR
-0.761678169	3.632605232	0.072576626	0.231934479	MLT1D-int:ERVL-MaLR:LTR	12.46046029	5.26806516	ZB_RNA_As_M	As	M	MLT1D-int	ERVL-MaLR	LTR
-0.975659272	0.236418986	0.073498806	0.234165402	LTR55:ERVL?:LTR	0.961539153	0.528736448	ZB_RNA_As_M	As	M	LTR55	ERVL?	LTR
-0.454738737	5.707503123	0.075205002	0.238594353	IAPLTR2a2_Mm:ERVK:LTR	50.75440589	42.54471552	ZB_RNA_As_M	As	M	IAPLTR2a2_Mm	ERVK	LTR
-0.450206262	9.983827536	0.075345585	0.238594353	ORR1F:ERVL-MaLR:LTR	1080.26921	754.2977687	ZB_RNA_As_M	As	M	ORR1F	ERVL-MaLR	LTR
0.747784241	1.34846252	0.075910806	0.23899901	LTR16B1:ERVL:LTR	1.829292755	3.39074279	ZB_RNA_As_M	As	M	LTR16B1	ERVL	LTR
-0.51485089	4.615592014	0.075930786	0.23899901	MLTR31F_MM:ERVK:LTR	25.76642503	18.81328916	ZB_RNA_As_M	As	M	MLTR31F_MM	ERVK	LTR
-0.488754032	5.543501896	0.076446614	0.239900034	L1MC2:L1:LINE	48.22551497	34.78634364	ZB_RNA_As_M	As	M	L1MC2	L1	LINE
-0.564464981	6.29976059	0.078716961	0.243370486	L1ME4c:L1:LINE	80.87634564	55.38690395	ZB_RNA_As_M	As	M	L1ME4c	L1	LINE
-0.504089826	8.05449591	0.078567391	0.243370486	MT-int:ERVL-MaLR:LTR	263.7693572	166.2689021	ZB_RNA_As_M	As	M	MT-int	ERVL-MaLR	LTR
-0.513989324	6.457232654	0.078549413	0.243370486	MURVY-LTR:ERV1:LTR	89.5257433	64.37412397	ZB_RNA_As_M	As	M	MURVY-LTR	ERV1	LTR
-0.53995403	3.241498546	0.078069686	0.243370486	RLTR20A2B_MM:ERVK:LTR	9.021389818	6.612111479	ZB_RNA_As_M	As	M	RLTR20A2B_MM	ERVK	LTR
-0.751404037	3.567163785	0.0780235	0.243370486	Tigger14a:TcMar-Tigger:DNA	11.90466569	6.869404706	ZB_RNA_As_M	As	M	Tigger14a	TcMar-Tigger	DNA
-0.494684386	5.719303182	0.07960477	0.24519251	IAPLTR4:ERVK:LTR	54.7509892	36.44430355	ZB_RNA_As_M	As	M	IAPLTR4	ERVK	LTR
-0.653134845	3.392501104	0.079775554	0.24519251	MamRep1894:hAT:DNA	9.455111099	5.971334529	ZB_RNA_As_M	As	M	MamRep1894	hAT	DNA
-0.574608677	3.886147458	0.08092989	0.248010952	ORR1D-int:ERVL-MaLR:LTR	16.13270729	9.966328729	ZB_RNA_As_M	As	M	ORR1D-int	ERVL-MaLR	LTR
-0.996996622	-0.552777443	0.081180894	0.248052732	RLTR47_MM:ERV1:LTR	0.428465115	0.240444149	ZB_RNA_As_M	As	M	RLTR47_MM	ERV1	LTR
-0.701349652	2.795742047	0.08158938	0.248574059	RLTR35B_MM:ERVL:LTR	6.82751975	3.957792073	ZB_RNA_As_M	As	M	RLTR35B_MM	ERVL	LTR
-0.478178563	9.596756816	0.08343225	0.252715077	MLTR14:ERV1:LTR	779.0817963	535.1527046	ZB_RNA_As_M	As	M	MLTR14	ERV1	LTR
-0.506284067	4.131993946	0.083223129	0.252715077	RLTR31_Mur:ERVK:LTR	17.994622	12.98224968	ZB_RNA_As_M	As	M	RLTR31_Mur	ERVK	LTR
-0.47357813	7.502964365	0.084062138	0.253155429	MMERVK9C_I-int:ERVK:LTR	175.8462172	150.1735069	ZB_RNA_As_M	As	M	MMERVK9C_I-int	ERVK	LTR
-0.498341003	6.156006339	0.083823236	0.253155429	Tigger5:TcMar-Tigger:DNA	70.43452685	49.45363969	ZB_RNA_As_M	As	M	Tigger5	TcMar-Tigger	DNA
0.531616578	2.370927951	0.084667383	0.253607696	Arthur1B:hAT-Tip100:DNA	4.738957668	7.124420018	ZB_RNA_As_M	As	M	Arthur1B	hAT-Tip100	DNA
-0.460972422	8.075533615	0.08469769	0.253607696	Lx3_Mus:L1:LINE	269.6669802	197.9396262	ZB_RNA_As_M	As	M	Lx3_Mus	L1	LINE
-0.605320034	4.547353566	0.085241755	0.254507526	L1M1:L1:LINE	22.79913788	14.14618813	ZB_RNA_As_M	As	M	L1M1	L1	LINE
-0.452636575	7.911738452	0.085964655	0.255934656	MLT1E3:ERVL-MaLR:LTR	244.3178007	199.4352239	ZB_RNA_As_M	As	M	MLT1E3	ERVL-MaLR	LTR
-0.45863414	10.30140432	0.086353033	0.256360568	PB1D11:Alu:SINE	1283.082585	1014.028708	ZB_RNA_As_M	As	M	PB1D11	Alu	SINE
-0.467162652	9.200982529	0.086732392	0.256666875	L1M2:L1:LINE	636.0401769	392.1486792	ZB_RNA_As_M	As	M	L1M2	L1	LINE
-0.474035152	5.006096478	0.086947439	0.256666875	L1MB1:L1:LINE	32.06115744	22.38353952	ZB_RNA_As_M	As	M	L1MB1	L1	LINE
-0.456462826	7.505130261	0.087290272	0.256953056	RLTR42-int:ERVK:LTR	192.3038706	142.6929299	ZB_RNA_As_M	As	M	RLTR42-int	ERVK	LTR
-0.434394541	7.066714741	0.088352192	0.257839895	MT2C_Mm:ERVL:LTR	141.697613	95.75144814	ZB_RNA_As_M	As	M	MT2C_Mm	ERVL	LTR
-0.483194891	4.817910866	0.08857849	0.257839895	RLTR20B5_MM:ERVK:LTR	28.86200549	15.71673716	ZB_RNA_As_M	As	M	RLTR20B5_MM	ERVK	LTR
0.554249906	1.737899552	0.088239325	0.257839895	RLTR9B2:ERVK:LTR	2.666698918	4.423085949	ZB_RNA_As_M	As	M	RLTR9B2	ERVK	LTR
0.470910105	7.4356863	0.0882252	0.257839895	Tigger8:TcMar-Tigger:DNA	160.0524229	202.746996	ZB_RNA_As_M	As	M	Tigger8	TcMar-Tigger	DNA
0.378193567	16.90088624	0.089633065	0.258710242	7SLRNA:srpRNA:srpRNA	111450.2296	141213.2406	ZB_RNA_As_M	As	M	7SLRNA	srpRNA	srpRNA
-0.43905218	10.52657689	0.090115338	0.258710242	L1Md_F3:L1:LINE	1522.038817	1074.740691	ZB_RNA_As_M	As	M	L1Md_F3	L1	LINE
-0.457683933	9.392964411	0.089829537	0.258710242	Lx2:L1:LINE	671.8060203	501.2212482	ZB_RNA_As_M	As	M	Lx2	L1	LINE
-0.656108846	6.819547462	0.090066404	0.258710242	RLTR13D3A:ERVK:LTR	105.9758431	71.83924233	ZB_RNA_As_M	As	M	RLTR13D3A	ERVK	LTR
-0.623473094	0.127682086	0.089167954	0.258710242	tRNA-Ser-AGY:tRNA:tRNA	0.900645416	0.629057182	ZB_RNA_As_M	As	M	tRNA-Ser-AGY	tRNA	tRNA
-0.485948972	4.085142155	0.090582582	0.259339172	RLTR43C:ERVK:LTR	17.41666887	10.55847469	ZB_RNA_As_M	As	M	RLTR43C	ERVK	LTR
0.394755825	8.347656798	0.091268239	0.260588277	Charlie5:hAT-Charlie:DNA	312.9138678	381.4958105	ZB_RNA_As_M	As	M	Charlie5	hAT-Charlie	DNA
-0.46207721	5.732191549	0.092332721	0.262909246	MRLTR33:ERVK:LTR	53.26341669	39.21688216	ZB_RNA_As_M	As	M	MRLTR33	ERVK	LTR
-0.555094361	3.443181694	0.093376402	0.264439946	L1MCc:L1:LINE	11.43627254	7.065601798	ZB_RNA_As_M	As	M	L1MCc	L1	LINE
-0.551932617	4.812062549	0.093270406	0.264439946	RLTR1C:ERV1:LTR	28.65011812	16.61134824	ZB_RNA_As_M	As	M	RLTR1C	ERV1	LTR
-0.426491569	6.798176977	0.093905009	0.264503328	MER21C:ERVL:LTR	123.2640201	85.00231329	ZB_RNA_As_M	As	M	MER21C	ERVL	LTR
-0.845916234	0.397066628	0.093803343	0.264503328	tRNA-Trp-TGG:tRNA:tRNA	1.054405871	0.531813057	ZB_RNA_As_M	As	M	tRNA-Trp-TGG	tRNA	tRNA
-0.492091533	5.254269116	0.094994391	0.266852523	L1MA5A:L1:LINE	38.96599389	25.8418212	ZB_RNA_As_M	As	M	L1MA5A	L1	LINE
-0.433039242	13.68128089	0.096808905	0.270461512	B3:B2:SINE	14007.27666	10875.92295	ZB_RNA_As_M	As	M	B3	B2	SINE
-0.923358349	1.335954521	0.097227006	0.270461512	L1M3c:L1:LINE	2.12300423	0.894501312	ZB_RNA_As_M	As	M	L1M3c	L1	LINE
-0.472657255	10.3857757	0.09704348	0.270461512	MERVL_2A-int:ERVL:LTR	1353.896345	919.0838108	ZB_RNA_As_M	As	M	MERVL_2A-int	ERVL	LTR
0.673849039	1.192124725	0.097573196	0.270461512	MLT2E:ERVL:LTR	1.780345404	3.737211099	ZB_RNA_As_M	As	M	MLT2E	ERVL	LTR
-0.509272302	5.322011703	0.097483724	0.270461512	RLTR13D3:ERVK:LTR	42.55418481	30.57102348	ZB_RNA_As_M	As	M	RLTR13D3	ERVK	LTR
-0.445148458	6.327451784	0.098827	0.273212209	MMERVK10C-int:ERVK:LTR	85.5006845	60.43638458	ZB_RNA_As_M	As	M	MMERVK10C-int	ERVK	LTR
-0.436512962	5.964310238	0.099851281	0.275315536	MER31A:ERV1:LTR	67.51312044	48.35206623	ZB_RNA_As_M	As	M	MER31A	ERV1	LTR
-0.475980774	6.77196367	0.100179018	0.2754923	RLTR10C:ERVK:LTR	111.1948514	75.59112358	ZB_RNA_As_M	As	M	RLTR10C	ERVK	LTR
-0.46699085	6.773373825	0.100477095	0.275586782	ORR1A1-int:ERVL-MaLR:LTR	111.1404859	75.15069872	ZB_RNA_As_M	As	M	ORR1A1-int	ERVL-MaLR	LTR
0.418704736	5.041159444	0.101135032	0.276665206	RLTR9A3:ERVK:LTR	31.25343009	49.22004408	ZB_RNA_As_M	As	M	RLTR9A3	ERVK	LTR
-0.518942936	4.634860239	0.101711329	0.277515246	Kanga2_a:TcMar-Tc2:DNA	25.55737326	18.41645454	ZB_RNA_As_M	As	M	Kanga2_a	TcMar-Tc2	DNA
0.636282272	2.091082689	0.102148231	0.277981514	MER94:hAT-Blackjack:DNA	3.755698668	5.882268997	ZB_RNA_As_M	As	M	MER94	hAT-Blackjack	DNA
-0.645861756	4.201160006	0.103216828	0.28015996	ERVB2_1A-I_MM-int:ERVK:LTR	15.71130891	13.13407725	ZB_RNA_As_M	As	M	ERVB2_1A-I_MM-int	ERVK	LTR
-0.43518496	10.8949012	0.103631916	0.280557908	L1_Mus2:L1:LINE	1940.240303	1368.438243	ZB_RNA_As_M	As	M	L1_Mus2	L1	LINE
-0.870395507	0.210865727	0.104332006	0.281669872	LTR69:ERVL:LTR	0.827777092	0.506429779	ZB_RNA_As_M	As	M	LTR69	ERVL	LTR
0.393328146	12.41756913	0.105120813	0.281669872	Lx8b:L1:LINE	5440.702582	6882.055629	ZB_RNA_As_M	As	M	Lx8b	L1	LINE
-0.447074437	6.521297088	0.105047273	0.281669872	RLTR18B:ERVK:LTR	91.38426606	65.32490076	ZB_RNA_As_M	As	M	RLTR18B	ERVK	LTR
0.493300968	4.135323806	0.104885128	0.281669872	RLTR8:ERVK:LTR	14.66979307	25.16484474	ZB_RNA_As_M	As	M	RLTR8	ERVK	LTR
0.583367465	1.815058786	0.105551191	0.282099729	MLT1A1-int:ERVL-MaLR:LTR	3.076558768	2.597143146	ZB_RNA_As_M	As	M	MLT1A1-int	ERVL-MaLR	LTR
-0.734593926	0.482053876	0.106051535	0.282713913	LTR88a:Gypsy?:LTR	1.280667202	0.53107999	ZB_RNA_As_M	As	M	LTR88a	Gypsy?	LTR
-0.653816408	2.342852075	0.107326368	0.285149598	BGLII_Mus:ERVK:LTR	4.773025453	2.674136937	ZB_RNA_As_M	As	M	BGLII_Mus	ERVK	LTR
-0.779625024	1.917167928	0.107548898	0.285149598	LTR33A_:ERVL:LTR	3.418658931	1.808530195	ZB_RNA_As_M	As	M	LTR33A_	ERVL	LTR
-0.733945596	3.111871437	0.10778382	0.285149598	U8:snRNA:snRNA	8.893088965	3.730690628	ZB_RNA_As_M	As	M	U8	snRNA	snRNA
0.376554293	5.821473827	0.108166376	0.285439049	RMER21A:ERV1:LTR	56.19822279	72.25229014	ZB_RNA_As_M	As	M	RMER21A	ERV1	LTR
0.5916996	1.492617285	0.112503639	0.2931828	Kanga1a:TcMar-Tc2:DNA	2.343236335	3.545211723	ZB_RNA_As_M	As	M	Kanga1a	TcMar-Tc2	DNA
0.408018389	6.974378986	0.112057733	0.2931828	L1MB4:L1:LINE	124.7702507	181.0058215	ZB_RNA_As_M	As	M	L1MB4	L1	LINE
-0.486155329	5.518643905	0.112102681	0.2931828	L1MC5a:L1:LINE	45.09076047	35.58143044	ZB_RNA_As_M	As	M	L1MC5a	L1	LINE
-0.43574677	6.801612845	0.112288781	0.2931828	L1ME3A:L1:LINE	116.3172323	79.80477474	ZB_RNA_As_M	As	M	L1ME3A	L1	LINE
-0.634961707	3.739724005	0.112197314	0.2931828	Tigger17:TcMar-Tigger:DNA	13.39963747	8.190827373	ZB_RNA_As_M	As	M	Tigger17	TcMar-Tigger	DNA
0.47067512	4.3462831	0.112966263	0.29337519	LTRIS4A:ERV1:LTR	18.84239198	22.6345137	ZB_RNA_As_M	As	M	LTRIS4A	ERV1	LTR
-0.43992081	9.913181451	0.113138949	0.29337519	MER2:TcMar-Tigger:DNA	1022.130152	725.4236494	ZB_RNA_As_M	As	M	MER2	TcMar-Tigger	DNA
-0.813113166	0.625275392	0.113488721	0.293553747	Helitron2Na_Mam:Helitron?:RC?	1.222749426	0.822251318	ZB_RNA_As_M	As	M	Helitron2Na_Mam	Helitron?	RC?
-0.6550861	2.484603782	0.113949676	0.2940183	MER70B:ERVL:LTR	4.857888414	3.636142837	ZB_RNA_As_M	As	M	MER70B	ERVL	LTR
-0.392197982	8.754212548	0.114838408	0.294855373	RLTR13D3A1:ERVK:LTR	463.7464417	338.1764764	ZB_RNA_As_M	As	M	RLTR13D3A1	ERVK	LTR
-0.45025524	5.141012508	0.114634759	0.294855373	RMER13A:ERVK:LTR	37.20712745	25.97609291	ZB_RNA_As_M	As	M	RMER13A	ERVK	LTR
0.542900296	1.49533299	0.116580256	0.298594039	L1ME3C:L1:LINE	2.231796874	3.839594895	ZB_RNA_As_M	As	M	L1ME3C	L1	LINE
-0.417574775	7.256983999	0.119517748	0.304624503	L1MD:L1:LINE	158.6814609	116.5131537	ZB_RNA_As_M	As	M	L1MD	L1	LINE
-0.640984946	2.155070513	0.119384049	0.304624503	MER58D:hAT-Charlie:DNA	4.078433935	2.795356009	ZB_RNA_As_M	As	M	MER58D	hAT-Charlie	DNA
-0.401944183	7.852066	0.120096271	0.305354266	L1_Rod:L1:LINE	228.8020725	175.9266816	ZB_RNA_As_M	As	M	L1_Rod	L1	LINE
0.389979114	4.165010228	0.120508176	0.305657873	ERVB5_1-LTR_MM:ERVK:LTR	16.60512003	21.43225696	ZB_RNA_As_M	As	M	ERVB5_1-LTR_MM	ERVK	LTR
-0.928612447	-0.415926839	0.121159893	0.305826301	MER70-int:ERVL:LTR	0.559303055	0.289345822	ZB_RNA_As_M	As	M	MER70-int	ERVL	LTR
0.569900714	2.475439689	0.120892481	0.305826301	MLTR31E_MM:ERVK:LTR	4.784572251	6.028343709	ZB_RNA_As_M	As	M	MLTR31E_MM	ERVK	LTR
-0.445213631	9.484968843	0.122634901	0.308803545	Lx5b:L1:LINE	714.9125566	537.9778012	ZB_RNA_As_M	As	M	Lx5b	L1	LINE
-0.412770826	9.280026461	0.123729051	0.310809755	L1MC3:L1:LINE	606.6557868	449.8324135	ZB_RNA_As_M	As	M	L1MC3	L1	LINE
-0.426887254	7.181284397	0.124185375	0.311207953	MLT1J:ERVL-MaLR:LTR	145.5433639	110.5025137	ZB_RNA_As_M	As	M	MLT1J	ERVL-MaLR	LTR
0.538886225	2.574176176	0.124979871	0.312449677	U13:snRNA:snRNA	5.003913665	7.029051521	ZB_RNA_As_M	As	M	U13	snRNA	snRNA
-0.417423774	7.579260428	0.125487464	0.312969929	Lx2B2:L1:LINE	202.1843062	150.1263996	ZB_RNA_As_M	As	M	Lx2B2	L1	LINE
-0.429977896	6.964851989	0.126046474	0.313615633	RLTR51A_Mm:ERVK?:LTR	129.1222131	96.227683	ZB_RNA_As_M	As	M	RLTR51A_Mm	ERVK?	LTR
-0.492401548	4.861897861	0.127981417	0.316302018	Charlie10:hAT-Charlie:DNA	30.21796027	20.84723901	ZB_RNA_As_M	As	M	Charlie10	hAT-Charlie	DNA
-0.380741631	6.077303499	0.128336895	0.316302018	ERVL-B4-int:ERVL:LTR	68.24600335	49.76295287	ZB_RNA_As_M	As	M	ERVL-B4-int	ERVL	LTR
-0.500757449	4.623338925	0.127902356	0.316302018	MLT1E1A:ERVL-MaLR:LTR	24.45940561	18.4641071	ZB_RNA_As_M	As	M	MLT1E1A	ERVL-MaLR	LTR
-0.392973566	10.02006689	0.128207759	0.316302018	URR1B:hAT-Charlie:DNA	1082.487963	846.0291472	ZB_RNA_As_M	As	M	URR1B	hAT-Charlie	DNA
-0.484933059	5.460876693	0.129205346	0.317693144	MuRRS-int:ERV1:LTR	41.76345875	32.19983342	ZB_RNA_As_M	As	M	MuRRS-int	ERV1	LTR
-0.452239182	6.41258122	0.130080025	0.31883852	L1MD3:L1:LINE	85.87226625	69.1244088	ZB_RNA_As_M	As	M	L1MD3	L1	LINE
-0.403627354	8.091390269	0.130281386	0.31883852	MER5A:hAT-Charlie:DNA	279.7685875	224.4931975	ZB_RNA_As_M	As	M	MER5A	hAT-Charlie	DNA
-0.387850483	6.687651001	0.133876959	0.321806407	ETnERV-int:ERVK:LTR	104.3657875	76.81174963	ZB_RNA_As_M	As	M	ETnERV-int	ERVK	LTR
-0.413075939	10.5008226	0.133952908	0.321806407	ID4:ID:SINE	1535.210713	1108.127002	ZB_RNA_As_M	As	M	ID4	ID	SINE
-0.413067966	7.361781767	0.133957691	0.321806407	L1MA5:L1:LINE	171.0126895	123.80622	ZB_RNA_As_M	As	M	L1MA5	L1	LINE
-0.399712921	7.558331168	0.13185971	0.321806407	L1MB3:L1:LINE	202.1384382	148.4395087	ZB_RNA_As_M	As	M	L1MB3	L1	LINE
0.640755321	0.748338958	0.133583105	0.321806407	L1MEa:L1:LINE	1.25920749	1.265466932	ZB_RNA_As_M	As	M	L1MEa	L1	LINE
-0.758746895	1.299825066	0.13286419	0.321806407	MER121:TcMar?:DNA	2.104781398	1.466371312	ZB_RNA_As_M	As	M	MER121	TcMar?	DNA
-0.425307897	6.739999372	0.133600056	0.321806407	MurERV4_19-int:ERVK:LTR	112.1784334	76.83774729	ZB_RNA_As_M	As	M	MurERV4_19-int	ERVK	LTR
-0.752204548	0.41713516	0.133770168	0.321806407	tRNA-Ser-TCG:tRNA:tRNA	1.072410957	0.596733227	ZB_RNA_As_M	As	M	tRNA-Ser-TCG	tRNA	tRNA
-0.381727514	11.67354185	0.135357217	0.323680301	B1F:Alu:SINE	3405.273442	2781.228185	ZB_RNA_As_M	As	M	B1F	Alu	SINE
-0.547862466	2.703742277	0.135113307	0.323680301	LTR31:ERV1:LTR	6.426670921	4.509130218	ZB_RNA_As_M	As	M	LTR31	ERV1	LTR
-0.398547665	8.084216615	0.136473252	0.325180636	RLTR13B1:ERVK:LTR	279.7850426	192.7957384	ZB_RNA_As_M	As	M	RLTR13B1	ERVK	LTR
-0.482042088	4.425260704	0.136606985	0.325180636	RLTR44C:ERVK:LTR	20.78372919	15.28000921	ZB_RNA_As_M	As	M	RLTR44C	ERVK	LTR
-0.415023271	7.067245356	0.137452625	0.326449983	RLTR45-int:ERVK:LTR	135.9808661	92.24025244	ZB_RNA_As_M	As	M	RLTR45-int	ERVK	LTR
-0.526839087	6.520521856	0.138030491	0.327079054	RLTR9A3A:ERVK:LTR	93.77683879	74.33855973	ZB_RNA_As_M	As	M	RLTR9A3A	ERVK	LTR
-0.412868174	5.994780098	0.13836259	0.327124223	RMER6B:ERVK:LTR	65.95796793	47.8030458	ZB_RNA_As_M	As	M	RMER6B	ERVK	LTR
-0.554484163	4.017915063	0.139056131	0.32728301	Charlie2b:hAT-Charlie:DNA	16.7220135	10.29285643	ZB_RNA_As_M	As	M	Charlie2b	hAT-Charlie	DNA
-0.442572109	5.276155406	0.13889455	0.32728301	U6:snRNA:snRNA	38.19116817	31.49404946	ZB_RNA_As_M	As	M	U6	snRNA	snRNA
-0.392630468	9.651085228	0.139451962	0.327477078	L1_Mur3:L1:LINE	817.0636248	630.8421826	ZB_RNA_As_M	As	M	L1_Mur3	L1	LINE
-0.415814017	6.255658821	0.141781092	0.332200092	RLTR34D_MM:ERVK:LTR	81.63375969	54.10079295	ZB_RNA_As_M	As	M	RLTR34D_MM	ERVK	LTR
-0.445691898	4.710208294	0.142613896	0.33340385	MER44D:TcMar-Tigger:DNA	25.38271629	20.04141932	ZB_RNA_As_M	As	M	MER44D	TcMar-Tigger	DNA
-0.515784782	2.980705566	0.144878833	0.337942814	MER115:hAT-Tip100:DNA	8.142485532	5.57132241	ZB_RNA_As_M	As	M	MER115	hAT-Tip100	DNA
-0.37407723	10.14435944	0.146399128	0.340728483	B1F2:Alu:SINE	1197.199556	917.3490847	ZB_RNA_As_M	As	M	B1F2	Alu	SINE
-0.404412248	8.356764289	0.147699325	0.342990655	RMER5:ERV1:LTR	359.337166	239.522146	ZB_RNA_As_M	As	M	RMER5	ERV1	LTR
-0.39787865	5.847015354	0.148361982	0.343005024	L4_A_Mam:RTE-X:LINE	59.00144455	46.73567784	ZB_RNA_As_M	As	M	L4_A_Mam	RTE-X	LINE
-0.698163483	0.026979399	0.148160183	0.343005024	Ricksha_c:MuDR:DNA	0.717209529	0.532176216	ZB_RNA_As_M	As	M	Ricksha_c	MuDR	DNA
-0.460573586	6.479378261	0.149563223	0.345018913	IAPEY2_LTR:ERVK:LTR	88.7119629	72.0958195	ZB_RNA_As_M	As	M	IAPEY2_LTR	ERVK	LTR
-0.410709589	4.664712481	0.150649747	0.34675988	RLTR23:ERV1:LTR	27.4402179	20.85974329	ZB_RNA_As_M	As	M	RLTR23	ERV1	LTR
-0.648327266	1.458539112	0.151511129	0.34797611	MLT1C-int:ERVL-MaLR:LTR	2.501924279	1.715716211	ZB_RNA_As_M	As	M	MLT1C-int	ERVL-MaLR	LTR
-0.550358038	0.249026617	0.15382915	0.352525136	LTR86B1:ERVL:LTR	0.994253848	0.725651749	ZB_RNA_As_M	As	M	LTR86B1	ERVL	LTR
-0.599253702	2.463244254	0.154176746	0.352548576	Charlie14a:hAT-Charlie:DNA	5.747277342	3.632806553	ZB_RNA_As_M	As	M	Charlie14a	hAT-Charlie	DNA
-0.687757077	1.335300179	0.154884086	0.353392729	RLTR44E:ERVK:LTR	2.29208575	1.257014854	ZB_RNA_As_M	As	M	RLTR44E	ERVK	LTR
0.361136623	7.399036364	0.155646456	0.354358488	MER33:hAT-Charlie:DNA	162.7919023	215.6418365	ZB_RNA_As_M	As	M	MER33	hAT-Charlie	DNA
-0.385534393	7.664114669	0.15612505	0.354675385	RLTR20A4:ERVK:LTR	208.7830401	177.097088	ZB_RNA_As_M	As	M	RLTR20A4	ERVK	LTR
-0.38257071	7.969598918	0.156661048	0.355121031	MTEa-int:ERVL-MaLR:LTR	259.7213932	192.3421842	ZB_RNA_As_M	As	M	MTEa-int	ERVL-MaLR	LTR
-0.352754311	10.46525891	0.157137896	0.355430956	L1Md_A:L1:LINE	1418.190303	1118.088234	ZB_RNA_As_M	As	M	L1Md_A	L1	LINE
-0.384847563	8.109489778	0.157507914	0.355498424	L1M3:L1:LINE	278.7684311	224.3484176	ZB_RNA_As_M	As	M	L1M3	L1	LINE
-0.404565339	6.547236181	0.158352622	0.356634677	Tigger5b:TcMar-Tigger:DNA	94.82663198	74.770496	ZB_RNA_As_M	As	M	Tigger5b	TcMar-Tigger	DNA
-0.400101728	5.246828173	0.160493614	0.360679196	MLT1G1:ERVL-MaLR:LTR	38.22870057	32.43863662	ZB_RNA_As_M	As	M	MLT1G1	ERVL-MaLR	LTR
-0.63724856	3.331533861	0.163787683	0.36650563	ERVB2_1-I_MM-int:ERVK:LTR	9.52673433	7.181276173	ZB_RNA_As_M	As	M	ERVB2_1-I_MM-int	ERVK	LTR
-0.372012006	7.209874663	0.163706104	0.36650563	L1MC4a:L1:LINE	152.5392342	108.7590289	ZB_RNA_As_M	As	M	L1MC4a	L1	LINE
0.438986434	6.15398228	0.167489967	0.370288062	Cheshire:hAT-Charlie:DNA	66.09286428	74.60717916	ZB_RNA_As_M	As	M	Cheshire	hAT-Charlie	DNA
-0.406383239	7.549029681	0.166598309	0.370288062	L1MC:L1:LINE	197.1827091	113.7702852	ZB_RNA_As_M	As	M	L1MC	L1	LINE
-0.415391463	9.121107442	0.167007104	0.370288062	MLT1D:ERVL-MaLR:LTR	526.4162599	430.2017327	ZB_RNA_As_M	As	M	MLT1D	ERVL-MaLR	LTR
-0.410884742	2.988935564	0.165861364	0.370288062	RLTR1D2_MM:ERV1:LTR	8.039558516	5.851975259	ZB_RNA_As_M	As	M	RLTR1D2_MM	ERV1	LTR
-0.429322896	5.087519533	0.16760407	0.370288062	RMER17A:ERVK:LTR	33.00183109	26.65507327	ZB_RNA_As_M	As	M	RMER17A	ERVK	LTR
-0.455977859	3.254509912	0.167352356	0.370288062	Tigger17c:TcMar-Tigger:DNA	8.898616838	5.688124936	ZB_RNA_As_M	As	M	Tigger17c	TcMar-Tigger	DNA
-0.452971806	4.562442385	0.169281229	0.373204396	ERVB4_1-I_MM-int:ERVK:LTR	25.40899351	17.81421405	ZB_RNA_As_M	As	M	ERVB4_1-I_MM-int	ERVK	LTR
-0.725332951	0.344031754	0.171196771	0.376632896	Tigger12c:TcMar-Tigger:DNA	1.050906699	0.553309057	ZB_RNA_As_M	As	M	Tigger12c	TcMar-Tigger	DNA
