logFC	logCPM	PValue	FDR	TE	Control_CPM_median	Exposure_CPM_median	group	Type	Sex	Subfamily	Family	Class
-1.217924747	4.171148298	2.92E-07	0.000296134	MER63C:hAT-Blackjack:DNA	18.59647035	7.731634665	AL_RNA_TCDD_F	TCDD	F	MER63C	hAT-Blackjack	DNA
-1.117740581	9.356427789	1.24E-05	0.005936003	HAL1ME:L1:LINE	654.5930562	314.9214665	AL_RNA_TCDD_F	TCDD	F	HAL1ME	L1	LINE
-1.362623422	2.064055076	2.34E-05	0.005936003	L1M3b:L1:LINE	3.788215047	1.84517896	AL_RNA_TCDD_F	TCDD	F	L1M3b	L1	LINE
-1.143816992	5.997657849	2.33E-05	0.005936003	L1MCb:L1:LINE	63.30736797	29.43704978	AL_RNA_TCDD_F	TCDD	F	L1MCb	L1	LINE
-0.857680152	6.307058649	5.41E-05	0.010977695	L1MA7:L1:LINE	81.48125372	41.91048607	AL_RNA_TCDD_F	TCDD	F	L1MA7	L1	LINE
-0.883270112	5.284019828	9.77E-05	0.01542318	RLTR20A3_MM:ERVK:LTR	40.05382332	20.18531269	AL_RNA_TCDD_F	TCDD	F	RLTR20A3_MM	ERVK	LTR
-1.104602681	4.99918637	0.000106472	0.01542318	RLTR20C:ERVK:LTR	30.88528561	16.02880148	AL_RNA_TCDD_F	TCDD	F	RLTR20C	ERVK	LTR
-0.831269574	8.586981658	0.000145947	0.018498777	Lx4B:L1:LINE	391.9615148	229.5780803	AL_RNA_TCDD_F	TCDD	F	Lx4B	L1	LINE
-1.002850659	2.602469299	0.000164806	0.01856818	LTR40a:ERVL:LTR	6.086335809	3.29854968	AL_RNA_TCDD_F	TCDD	F	LTR40a	ERVL	LTR
-1.02784671	7.812651873	0.000198562	0.020134194	MMERGLN-int:ERV1:LTR	238.8098659	129.8603768	AL_RNA_TCDD_F	TCDD	F	MMERGLN-int	ERV1	LTR
-1.765325098	0.181291635	0.000236506	0.021801551	MamGypLTR1a:Gypsy:LTR	0.919732294	0.274754097	AL_RNA_TCDD_F	TCDD	F	MamGypLTR1a	Gypsy	LTR
-1.363269249	0.503913006	0.000378395	0.03197438	Charlie13b:hAT-Charlie:DNA	1.374178764	0.415264073	AL_RNA_TCDD_F	TCDD	F	Charlie13b	hAT-Charlie	DNA
-0.822128282	5.594412329	0.000433396	0.033804899	LTR45:ERV1:LTR	46.49423863	23.83794412	AL_RNA_TCDD_F	TCDD	F	LTR45	ERV1	LTR
-0.751067932	7.31504937	0.000514847	0.034803659	IAPEY2_LTR:ERVK:LTR	169.5979425	92.39637331	AL_RNA_TCDD_F	TCDD	F	IAPEY2_LTR	ERVK	LTR
-0.706441061	7.090482674	0.000492606	0.034803659	ORR1C1-int:ERVL-MaLR:LTR	139.5396854	89.83386368	AL_RNA_TCDD_F	TCDD	F	ORR1C1-int	ERVL-MaLR	LTR
-1.178753283	1.408418707	0.000663004	0.042017897	LTR85a:Gypsy?:LTR	2.731181526	1.261454628	AL_RNA_TCDD_F	TCDD	F	LTR85a	Gypsy?	LTR
-0.663151149	4.741378637	0.000909312	0.045021974	ERVB5_2-LTR_MM:ERVK:LTR	28.47669564	16.28313321	AL_RNA_TCDD_F	TCDD	F	ERVB5_2-LTR_MM	ERVK	LTR
-0.97067333	1.76101491	0.000817548	0.045021974	MLT1A1-int:ERVL-MaLR:LTR	3.402737926	1.971493438	AL_RNA_TCDD_F	TCDD	F	MLT1A1-int	ERVL-MaLR	LTR
-0.757643391	4.018832553	0.000924088	0.045021974	MLTR31C_MM:ERVK:LTR	16.82889971	9.476371034	AL_RNA_TCDD_F	TCDD	F	MLTR31C_MM	ERVK	LTR
-0.614253655	6.04101407	0.000971099	0.045021974	MYSERV-int:ERVK:LTR	66.74825098	41.27990755	AL_RNA_TCDD_F	TCDD	F	MYSERV-int	ERVK	LTR
-0.924819039	4.514784129	0.000976808	0.045021974	RLTR13B3:ERVK:LTR	22.44054735	11.91693123	AL_RNA_TCDD_F	TCDD	F	RLTR13B3	ERVK	LTR
-0.707233273	6.99649517	0.000772234	0.045021974	RLTR31B2:ERVK:LTR	130.8826595	79.17342825	AL_RNA_TCDD_F	TCDD	F	RLTR31B2	ERVK	LTR
-0.883877854	2.859192288	0.001233254	0.049423479	MER74B:ERVL:LTR	7.299124127	4.001139839	AL_RNA_TCDD_F	TCDD	F	MER74B	ERVL	LTR
-0.716827396	6.182187152	0.001135952	0.049423479	MLT2B3:ERVL:LTR	78.20639671	44.20282809	AL_RNA_TCDD_F	TCDD	F	MLT2B3	ERVL	LTR
-0.628838459	9.704115901	0.001267269	0.049423479	ORR1B1-int:ERVL-MaLR:LTR	858.3828428	573.7261472	AL_RNA_TCDD_F	TCDD	F	ORR1B1-int	ERVL-MaLR	LTR
-0.854519697	3.187330096	0.001186397	0.049423479	RLTR9F:ERVK:LTR	9.454452052	5.333467088	AL_RNA_TCDD_F	TCDD	F	RLTR9F	ERVK	LTR
-0.673396442	6.17487996	0.001347146	0.050592804	L1ME4c:L1:LINE	71.56899198	43.36260241	AL_RNA_TCDD_F	TCDD	F	L1ME4c	L1	LINE
-0.63011793	11.89460675	0.001406229	0.050925573	Lx8b:L1:LINE	3955.702927	2210.261884	AL_RNA_TCDD_F	TCDD	F	Lx8b	L1	LINE
-0.683085583	5.629791837	0.001554834	0.053899929	LTR84b:ERVL:LTR	50.71702285	28.61280002	AL_RNA_TCDD_F	TCDD	F	LTR84b	ERVL	LTR
-0.872120248	3.288568083	0.001594672	0.053899929	MADE2:TcMar-Mariner:DNA	9.461240023	4.85324881	AL_RNA_TCDD_F	TCDD	F	MADE2	TcMar-Mariner	DNA
-0.683883543	5.805265626	0.001656681	0.054189489	RLTR12BD_Mm:ERVK:LTR	54.07826032	31.75151914	AL_RNA_TCDD_F	TCDD	F	RLTR12BD_Mm	ERVK	LTR
-0.723500276	2.98909862	0.002405449	0.073912885	ERVB5_1-LTR_MM:ERVK:LTR	7.687204401	5.015280209	AL_RNA_TCDD_F	TCDD	F	ERVB5_1-LTR_MM	ERVK	LTR
-0.631042106	7.757493686	0.002375816	0.073912885	RMER16-int:ERVK:LTR	228.1834912	135.5328131	AL_RNA_TCDD_F	TCDD	F	RMER16-int	ERVK	LTR
-0.767671963	5.967721779	0.00283131	0.077593199	BGLII_B:ERVK:LTR	65.76509201	41.32733725	AL_RNA_TCDD_F	TCDD	F	BGLII_B	ERVK	LTR
-0.806907696	4.849245179	0.002823866	0.077593199	ERV3-16A3_I-int:ERVL:LTR	31.29745083	16.25214391	AL_RNA_TCDD_F	TCDD	F	ERV3-16A3_I-int	ERVL	LTR
-0.692555586	6.516822157	0.002732251	0.077593199	RLTR30D_MM:ERV1:LTR	96.2811167	59.14751934	AL_RNA_TCDD_F	TCDD	F	RLTR30D_MM	ERV1	LTR
-0.637017734	5.482350073	0.002793134	0.077593199	RodERV21-int:ERV1:LTR	47.17333045	28.40361466	AL_RNA_TCDD_F	TCDD	F	RodERV21-int	ERV1	LTR
-0.878188169	2.799397026	0.002958942	0.078957037	RLTR20A1:ERVK:LTR	7.18831597	4.090027692	AL_RNA_TCDD_F	TCDD	F	RLTR20A1	ERVK	LTR
-0.576109534	6.367608634	0.003070646	0.079273996	L1M4c:L1:LINE	84.47025306	53.20756305	AL_RNA_TCDD_F	TCDD	F	L1M4c	L1	LINE
-0.692742328	4.007452759	0.003358164	0.079273996	MER74A:ERVL:LTR	16.54323207	9.36230856	AL_RNA_TCDD_F	TCDD	F	MER74A	ERVL	LTR
-0.939783239	2.727517026	0.003499153	0.079273996	MLT1B-int:ERVL-MaLR:LTR	6.79740343	3.078035695	AL_RNA_TCDD_F	TCDD	F	MLT1B-int	ERVL-MaLR	LTR
-0.575123918	9.189390375	0.003518077	0.079273996	ORR1C1:ERVL-MaLR:LTR	567.9346084	400.8328504	AL_RNA_TCDD_F	TCDD	F	ORR1C1	ERVL-MaLR	LTR
-0.818827658	2.90448368	0.003412769	0.079273996	RLTR5_Mm:ERV1:LTR	7.736013681	3.669933543	AL_RNA_TCDD_F	TCDD	F	RLTR5_Mm	ERV1	LTR
-0.744877339	5.418533796	0.003238178	0.079273996	RLTR9A3A:ERVK:LTR	46.06079137	28.74999689	AL_RNA_TCDD_F	TCDD	F	RLTR9A3A	ERVK	LTR
-0.703257354	3.611295097	0.003389196	0.079273996	RMER16_Mm:ERVK:LTR	12.10268287	7.584310425	AL_RNA_TCDD_F	TCDD	F	RMER16_Mm	ERVK	LTR
-1.096731354	1.0000927	0.003868793	0.085281657	MER70A:ERVL:LTR	1.79332277	0.877489676	AL_RNA_TCDD_F	TCDD	F	MER70A	ERVL	LTR
-0.72105207	9.144923522	0.00395499	0.085326795	RLTR26_Mus:ERVK:LTR	558.2868229	354.0072956	AL_RNA_TCDD_F	TCDD	F	RLTR26_Mus	ERVK	LTR
-0.610076573	6.239604076	0.004411677	0.093196668	L1MA4A:L1:LINE	77.04221858	51.83611545	AL_RNA_TCDD_F	TCDD	F	L1MA4A	L1	LINE
-0.959478229	3.310866273	0.00463535	0.095923363	Tigger14a:TcMar-Tigger:DNA	9.646070273	4.884391957	AL_RNA_TCDD_F	TCDD	F	Tigger14a	TcMar-Tigger	DNA
-0.620721892	4.091591906	0.005028705	0.100052682	ERVB5_1-I_MM-int:ERVK:LTR	17.04425806	10.97870476	AL_RNA_TCDD_F	TCDD	F	ERVB5_1-I_MM-int	ERVK	LTR
-0.703864418	3.908517143	0.005032235	0.100052682	RLTR26:ERVK:LTR	15.64577621	9.012125302	AL_RNA_TCDD_F	TCDD	F	RLTR26	ERVK	LTR
-0.710255851	4.282967846	0.005431104	0.105906533	RLTR31C_MM:ERVK:LTR	19.75244634	10.70510331	AL_RNA_TCDD_F	TCDD	F	RLTR31C_MM	ERVK	LTR
-0.532974124	9.531531965	0.005717141	0.107791107	L1_Mur3:L1:LINE	755.2138545	493.7052537	AL_RNA_TCDD_F	TCDD	F	L1_Mur3	L1	LINE
-0.554206226	6.386052835	0.005740355	0.107791107	RLTR9D:ERVK:LTR	83.64243631	60.19745183	AL_RNA_TCDD_F	TCDD	F	RLTR9D	ERVK	LTR
-0.857468747	1.491841585	0.008189274	0.108370742	Arthur1C:hAT-Tip100:DNA	2.756928805	1.671851611	AL_RNA_TCDD_F	TCDD	F	Arthur1C	hAT-Tip100	DNA
-0.589846815	3.335307383	0.00733624	0.108370742	Charlie26a:hAT-Charlie:DNA	10.06888776	7.035110776	AL_RNA_TCDD_F	TCDD	F	Charlie26a	hAT-Charlie	DNA
-0.608495559	6.259834418	0.006337169	0.108370742	ETnERV2-int:ERVK:LTR	80.60316664	53.63771602	AL_RNA_TCDD_F	TCDD	F	ETnERV2-int	ERVK	LTR
-0.718789408	1.602749046	0.009246054	0.108370742	HY3:scRNA:scRNA	2.895225066	1.353010295	AL_RNA_TCDD_F	TCDD	F	HY3	scRNA	scRNA
-0.549930037	6.941434137	0.007861629	0.108370742	IAP1-MM_I-int:ERVK:LTR	119.817425	88.10552757	AL_RNA_TCDD_F	TCDD	F	IAP1-MM_I-int	ERVK	LTR
-0.685647733	5.340118594	0.007852086	0.108370742	IAP1-MM_LTR:ERVK:LTR	41.41324221	25.77209958	AL_RNA_TCDD_F	TCDD	F	IAP1-MM_LTR	ERVK	LTR
-0.583171986	4.64651462	0.008318321	0.108370742	Kanga2_a:TcMar-Tc2:DNA	26.62131047	15.78642851	AL_RNA_TCDD_F	TCDD	F	Kanga2_a	TcMar-Tc2	DNA
-0.533134283	9.21288027	0.008798888	0.108370742	L1_Mur2:L1:LINE	611.0200362	382.4506967	AL_RNA_TCDD_F	TCDD	F	L1_Mur2	L1	LINE
-0.556082195	6.274090464	0.008892312	0.108370742	L1MD3:L1:LINE	81.49303609	51.44297842	AL_RNA_TCDD_F	TCDD	F	L1MD3	L1	LINE
-0.574194753	6.751102456	0.009404956	0.108370742	L1ME2:L1:LINE	107.1566016	69.25158128	AL_RNA_TCDD_F	TCDD	F	L1ME2	L1	LINE
-0.524886751	6.517631302	0.008574313	0.108370742	L1ME3:L1:LINE	93.27688689	58.96060152	AL_RNA_TCDD_F	TCDD	F	L1ME3	L1	LINE
-0.499465919	7.494299301	0.007825528	0.108370742	L1ME4a:L1:LINE	189.2196789	111.7180566	AL_RNA_TCDD_F	TCDD	F	L1ME4a	L1	LINE
-1.055801083	0.969181933	0.009316572	0.108370742	L1PB4:L1:LINE	1.820704758	0.864556204	AL_RNA_TCDD_F	TCDD	F	L1PB4	L1	LINE
-0.825402599	1.966744487	0.009252504	0.108370742	LTR37A:ERV1:LTR	3.652262327	1.900285456	AL_RNA_TCDD_F	TCDD	F	LTR37A	ERV1	LTR
-0.627532048	4.51447195	0.009016813	0.108370742	MamGypLTR1b:Gypsy:LTR	24.48509393	14.64170754	AL_RNA_TCDD_F	TCDD	F	MamGypLTR1b	Gypsy	LTR
-0.863884641	2.484822072	0.007059413	0.108370742	MER92-int:ERV1:LTR	5.130189921	2.710232586	AL_RNA_TCDD_F	TCDD	F	MER92-int	ERV1	LTR
-0.550207684	4.871476149	0.007280914	0.108370742	MLT1F-int:ERVL-MaLR:LTR	31.10153465	21.43204921	AL_RNA_TCDD_F	TCDD	F	MLT1F-int	ERVL-MaLR	LTR
-0.698253206	4.65688563	0.008402637	0.108370742	MLT1J1:ERVL-MaLR:LTR	24.19103056	17.07767493	AL_RNA_TCDD_F	TCDD	F	MLT1J1	ERVL-MaLR	LTR
-0.633490968	4.256886798	0.007605735	0.108370742	MLT2B5:ERVL:LTR	18.87204187	10.59564252	AL_RNA_TCDD_F	TCDD	F	MLT2B5	ERVL	LTR
-0.586008367	6.296154604	0.006426831	0.108370742	MMERVK10C-int:ERVK:LTR	75.29337143	53.28597249	AL_RNA_TCDD_F	TCDD	F	MMERVK10C-int	ERVK	LTR
-0.519166137	9.660105573	0.005960172	0.108370742	MT2A:ERVL:LTR	793.2554139	567.7158173	AL_RNA_TCDD_F	TCDD	F	MT2A	ERVL	LTR
-0.512468022	9.631959733	0.008480706	0.108370742	ORR1A4:ERVL-MaLR:LTR	782.0620422	542.2914649	AL_RNA_TCDD_F	TCDD	F	ORR1A4	ERVL-MaLR	LTR
-0.644449192	5.487819811	0.007120224	0.108370742	RLTR13A:ERVK:LTR	43.01650432	26.60728465	AL_RNA_TCDD_F	TCDD	F	RLTR13A	ERVK	LTR
-0.755945149	3.53208591	0.006025214	0.108370742	RLTR13B4:ERVK:LTR	12.32725072	6.693787014	AL_RNA_TCDD_F	TCDD	F	RLTR13B4	ERVK	LTR
-0.909520334	1.893874686	0.006465375	0.108370742	RLTR13D4:ERVK:LTR	3.487674665	2.075207093	AL_RNA_TCDD_F	TCDD	F	RLTR13D4	ERVK	LTR
-0.539454616	8.566566355	0.008466966	0.108370742	RLTR17B_Mm:ERVK:LTR	385.7291771	253.5783306	AL_RNA_TCDD_F	TCDD	F	RLTR17B_Mm	ERVK	LTR
-0.54579072	6.529065717	0.006342108	0.108370742	RLTR1D:ERV1:LTR	95.01922182	55.85796838	AL_RNA_TCDD_F	TCDD	F	RLTR1D	ERV1	LTR
-0.561592552	4.968957008	0.006893194	0.108370742	RLTR20B1:ERVK:LTR	31.41930212	21.21283616	AL_RNA_TCDD_F	TCDD	F	RLTR20B1	ERVK	LTR
-0.661671049	3.157718756	0.009122233	0.108370742	RLTR30C_MM:ERV1:LTR	8.960598275	5.073864357	AL_RNA_TCDD_F	TCDD	F	RLTR30C_MM	ERV1	LTR
-0.761416878	3.271218249	0.008811067	0.108370742	RLTR46B:ERVK:LTR	9.362757575	5.498176527	AL_RNA_TCDD_F	TCDD	F	RLTR46B	ERVK	LTR
-0.866444235	1.815687072	0.006984952	0.108370742	RLTR9A2:ERVK:LTR	3.519995598	2.112504832	AL_RNA_TCDD_F	TCDD	F	RLTR9A2	ERVK	LTR
-0.507792942	9.492934197	0.009161975	0.108370742	RMER6A:ERVK:LTR	691.9650941	474.7965517	AL_RNA_TCDD_F	TCDD	F	RMER6A	ERVK	LTR
-0.622939841	5.159370596	0.008776807	0.108370742	U6:snRNA:snRNA	34.4199376	22.91026617	AL_RNA_TCDD_F	TCDD	F	U6	snRNA	snRNA
-1.039812836	2.376465472	0.009278692	0.108370742	X6A_LINE:CR1:LINE	4.26374619	2.646032551	AL_RNA_TCDD_F	TCDD	F	X6A_LINE	CR1	LINE
-0.632505352	5.096558925	0.01018508	0.10895533	Charlie24:hAT-Charlie:DNA	34.55462668	22.97145569	AL_RNA_TCDD_F	TCDD	F	Charlie24	hAT-Charlie	DNA
-0.60915057	4.518472451	0.009618866	0.10895533	L1ME3Cz:L1:LINE	22.75168477	14.71441656	AL_RNA_TCDD_F	TCDD	F	L1ME3Cz	L1	LINE
0.430831879	10.36840516	0.009812774	0.10895533	Lx3A:L1:LINE	1326.760977	1644.657617	AL_RNA_TCDD_F	TCDD	F	Lx3A	L1	LINE
-0.629821484	7.818103981	0.009965286	0.10895533	MLT2D:ERVL:LTR	218.8819056	143.7785645	AL_RNA_TCDD_F	TCDD	F	MLT2D	ERVL	LTR
-0.58098052	5.522919179	0.010207847	0.10895533	RLTR1B-int:ERV1:LTR	46.83981265	30.0470757	AL_RNA_TCDD_F	TCDD	F	RLTR1B-int	ERV1	LTR
-0.51980279	9.238330785	0.009890389	0.10895533	RLTR25A:ERVK:LTR	612.1906195	384.292428	AL_RNA_TCDD_F	TCDD	F	RLTR25A	ERVK	LTR
-0.591953936	5.174110198	0.010005851	0.10895533	RMER17A-int:ERVK:LTR	37.04257895	25.55024969	AL_RNA_TCDD_F	TCDD	F	RMER17A-int	ERVK	LTR
-0.499482507	9.261854829	0.010436596	0.109748731	LTRIS_Mus:ERV1:LTR	629.1440562	375.3923909	AL_RNA_TCDD_F	TCDD	F	LTRIS_Mus	ERV1	LTR
-0.574495384	5.784465387	0.010498646	0.109748731	RMER6B:ERVK:LTR	54.38602436	34.51282027	AL_RNA_TCDD_F	TCDD	F	RMER6B	ERVK	LTR
-0.826163755	2.779047045	0.010913341	0.110744622	LTR91:ERVL:LTR	6.6463514	3.372221025	AL_RNA_TCDD_F	TCDD	F	LTR91	ERVL	LTR
-0.878781636	0.95992473	0.010797526	0.110744622	MER67A:ERV1:LTR	1.472660845	0.865796463	AL_RNA_TCDD_F	TCDD	F	MER67A	ERV1	LTR
-0.477789117	10.7037055	0.011139992	0.110744622	ORR1B2:ERVL-MaLR:LTR	1647.661659	1172.757762	AL_RNA_TCDD_F	TCDD	F	ORR1B2	ERVL-MaLR	LTR
-0.490426881	6.164975061	0.01099545	0.110744622	RLTR41C:ERV1:LTR	69.69900521	49.9351627	AL_RNA_TCDD_F	TCDD	F	RLTR41C	ERV1	LTR
-0.509413386	5.313640916	0.011081969	0.110744622	RMER20A:ERVK:LTR	40.18520545	28.05306468	AL_RNA_TCDD_F	TCDD	F	RMER20A	ERVK	LTR
-0.929087638	1.56269124	0.011486609	0.110927825	Charlie19a:hAT-Charlie:DNA	2.941494283	1.223940242	AL_RNA_TCDD_F	TCDD	F	Charlie19a	hAT-Charlie	DNA
-0.591809716	5.402751152	0.011383196	0.110927825	MamTip2:hAT-Tip100:DNA	42.03156738	30.93796844	AL_RNA_TCDD_F	TCDD	F	MamTip2	hAT-Tip100	DNA
-0.502392825	7.488131206	0.011313005	0.110927825	RMER6D:ERVK:LTR	175.2114739	125.9544563	AL_RNA_TCDD_F	TCDD	F	RMER6D	ERVK	LTR
-0.499476864	7.160407089	0.012030461	0.114008298	L1MD:L1:LINE	148.3261518	99.03501645	AL_RNA_TCDD_F	TCDD	F	L1MD	L1	LINE
-0.727531874	4.355021241	0.012015398	0.114008298	MMERGLN_LTR:ERV1:LTR	19.84727027	11.21300099	AL_RNA_TCDD_F	TCDD	F	MMERGLN_LTR	ERV1	LTR
-0.465908779	8.716913904	0.012182977	0.114384622	MER58B:hAT-Charlie:DNA	410.2196143	291.0221892	AL_RNA_TCDD_F	TCDD	F	MER58B	hAT-Charlie	DNA
-0.505078903	4.647943951	0.012821764	0.114540492	Charlie1b:hAT-Charlie:DNA	25.82389912	16.13787515	AL_RNA_TCDD_F	TCDD	F	Charlie1b	hAT-Charlie	DNA
-0.479778	8.566607575	0.012877333	0.114540492	L1MA4:L1:LINE	380.300984	246.5720015	AL_RNA_TCDD_F	TCDD	F	L1MA4	L1	LINE
-0.639131591	5.072960287	0.012663162	0.114540492	MER117:hAT-Charlie:DNA	33.86759496	19.29657008	AL_RNA_TCDD_F	TCDD	F	MER117	hAT-Charlie	DNA
-0.478545255	6.112163621	0.012427001	0.114540492	MYSERV16_I-int:ERVK:LTR	67.4733193	48.92563551	AL_RNA_TCDD_F	TCDD	F	MYSERV16_I-int	ERVK	LTR
-0.481062073	5.362398538	0.012777527	0.114540492	RLTR11C_MM:ERVK:LTR	41.42960059	30.88819922	AL_RNA_TCDD_F	TCDD	F	RLTR11C_MM	ERVK	LTR
-0.826448864	1.115881755	0.012871321	0.114540492	UCON23:hAT?:DNA	1.690623332	1.146180992	AL_RNA_TCDD_F	TCDD	F	UCON23	hAT?	DNA
-0.520677767	3.730019602	0.013351118	0.115018772	MamRep137:TcMar-Tigger:DNA	13.9918111	9.539105192	AL_RNA_TCDD_F	TCDD	F	MamRep137	TcMar-Tigger	DNA
-0.921659646	0.477885471	0.013368407	0.115018772	MER123:DNA:DNA	1.106180597	0.435679088	AL_RNA_TCDD_F	TCDD	F	MER123	DNA	DNA
-1.037168431	-0.29880213	0.013384828	0.115018772	MER97a:hAT-Tip100:DNA	0.605788304	0.302066232	AL_RNA_TCDD_F	TCDD	F	MER97a	hAT-Tip100	DNA
-0.785343478	2.652318154	0.013180189	0.115018772	ORR1F-int:ERVL-MaLR:LTR	5.921366482	2.660911819	AL_RNA_TCDD_F	TCDD	F	ORR1F-int	ERVL-MaLR	LTR
-0.528077768	7.75278267	0.013537861	0.11535623	MLT1E3:ERVL-MaLR:LTR	226.886128	145.6670124	AL_RNA_TCDD_F	TCDD	F	MLT1E3	ERVL-MaLR	LTR
-0.774083628	2.584563295	0.013911552	0.116817282	Charlie7a:hAT-Charlie:DNA	6.247100467	3.099922336	AL_RNA_TCDD_F	TCDD	F	Charlie7a	hAT-Charlie	DNA
-0.495592418	6.968235685	0.014170144	0.116817282	ORR1C2-int:ERVL-MaLR:LTR	125.4755456	90.8791971	AL_RNA_TCDD_F	TCDD	F	ORR1C2-int	ERVL-MaLR	LTR
-0.561490474	6.129197303	0.014089076	0.116817282	RLTR28B:ERVL:LTR	67.62338137	43.60508102	AL_RNA_TCDD_F	TCDD	F	RLTR28B	ERVL	LTR
-0.486048727	7.155970242	0.014139295	0.116817282	RMER4A:ERVK:LTR	142.8727789	101.0156633	AL_RNA_TCDD_F	TCDD	F	RMER4A	ERVK	LTR
-0.526283706	5.372153136	0.014318637	0.117089498	MRLTR33:ERVK:LTR	41.74600475	27.58157744	AL_RNA_TCDD_F	TCDD	F	MRLTR33	ERVK	LTR
-0.502762812	5.113607713	0.015047732	0.117514123	L1M3e:L1:LINE	34.90277972	23.6031236	AL_RNA_TCDD_F	TCDD	F	L1M3e	L1	LINE
-0.953217117	-0.038774588	0.014824989	0.117514123	LTR88a:Gypsy?:LTR	0.84648072	0.38064779	AL_RNA_TCDD_F	TCDD	F	LTR88a	Gypsy?	LTR
-0.451711219	7.176428551	0.01508458	0.117514123	Lx2B:L1:LINE	149.451295	105.0869097	AL_RNA_TCDD_F	TCDD	F	Lx2B	L1	LINE
-0.970935789	-0.082124025	0.014911393	0.117514123	Mam_R4:Dong-R4:LINE	0.751204995	0.340887768	AL_RNA_TCDD_F	TCDD	F	Mam_R4	Dong-R4	LINE
-0.868974669	0.865642608	0.014958249	0.117514123	MER90:ERV1:LTR	1.597277188	1.065319021	AL_RNA_TCDD_F	TCDD	F	MER90	ERV1	LTR
-0.545471732	6.570281644	0.015181805	0.117514123	RLTR20B4_MM:ERVK:LTR	97.43795226	60.0993005	AL_RNA_TCDD_F	TCDD	F	RLTR20B4_MM	ERVK	LTR
-0.639001648	2.550161577	0.014586662	0.117514123	Tigger6b:TcMar-Tigger:DNA	5.334636794	4.040358248	AL_RNA_TCDD_F	TCDD	F	Tigger6b	TcMar-Tigger	DNA
-0.58918509	3.853933082	0.015331873	0.117776658	BLACKJACK:hAT-Blackjack:DNA	14.16105738	9.566157534	AL_RNA_TCDD_F	TCDD	F	BLACKJACK	hAT-Blackjack	DNA
-0.447569277	8.984660729	0.016451711	0.121311119	L1MC3:L1:LINE	517.4312326	336.0132971	AL_RNA_TCDD_F	TCDD	F	L1MC3	L1	LINE
-0.468080567	5.361056675	0.016515826	0.121311119	MLT2B4:ERVL:LTR	44.53289268	29.85944049	AL_RNA_TCDD_F	TCDD	F	MLT2B4	ERVL	LTR
-0.445221447	8.72868333	0.01655864	0.121311119	MusHAL1:L1:LINE	438.8576414	289.7406441	AL_RNA_TCDD_F	TCDD	F	MusHAL1	L1	LINE
-0.487847115	6.994904465	0.016629433	0.121311119	RLTR11A2:ERVK:LTR	123.3373481	91.51812244	AL_RNA_TCDD_F	TCDD	F	RLTR11A2	ERVK	LTR
-0.562391918	2.427839249	0.015941171	0.121311119	RLTR17C_Mm:ERVK:LTR	5.095450996	3.728636149	AL_RNA_TCDD_F	TCDD	F	RLTR17C_Mm	ERVK	LTR
-0.548342027	4.578089164	0.016406544	0.121311119	RMER16C:ERVK:LTR	23.39886081	15.57197599	AL_RNA_TCDD_F	TCDD	F	RMER16C	ERVK	LTR
-0.703374515	3.540577985	0.016139842	0.121311119	Tigger17c:TcMar-Tigger:DNA	11.85313764	6.58544996	AL_RNA_TCDD_F	TCDD	F	Tigger17c	TcMar-Tigger	DNA
-1.133370734	0.300258359	0.016786024	0.121578777	Tigger12c:TcMar-Tigger:DNA	0.885447164	0.418214403	AL_RNA_TCDD_F	TCDD	F	Tigger12c	TcMar-Tigger	DNA
-0.482439172	7.78267909	0.017294909	0.124376154	MLT1K:ERVL-MaLR:LTR	220.589217	139.6086495	AL_RNA_TCDD_F	TCDD	F	MLT1K	ERVL-MaLR	LTR
-0.53962767	5.905793947	0.017531945	0.124843858	L1M3a:L1:LINE	63.43890834	37.88723138	AL_RNA_TCDD_F	TCDD	F	L1M3a	L1	LINE
-0.48737176	5.630735933	0.017606185	0.124843858	LTRIS_Mm:ERV1:LTR	52.72379246	33.93961372	AL_RNA_TCDD_F	TCDD	F	LTRIS_Mm	ERV1	LTR
-0.496688371	6.596194834	0.017936447	0.126302478	L1ME3A:L1:LINE	91.46797389	65.01769928	AL_RNA_TCDD_F	TCDD	F	L1ME3A	L1	LINE
-0.597108544	3.204043062	0.018139323	0.126850163	RLTR31A_Mm:ERVK:LTR	9.47473435	5.485913492	AL_RNA_TCDD_F	TCDD	F	RLTR31A_Mm	ERVK	LTR
-0.466005608	5.942360209	0.018724908	0.130048336	RLTR12C:ERVK:LTR	61.30712516	40.81239972	AL_RNA_TCDD_F	TCDD	F	RLTR12C	ERVK	LTR
-0.473667134	6.458262912	0.019416291	0.132515398	L1MEc:L1:LINE	90.5986538	62.634488	AL_RNA_TCDD_F	TCDD	F	L1MEc	L1	LINE
-0.609005981	2.948321628	0.019472184	0.132515398	MLT1A0-int:ERVL-MaLR:LTR	7.581800794	4.574814623	AL_RNA_TCDD_F	TCDD	F	MLT1A0-int	ERVL-MaLR	LTR
-0.47762908	9.167334326	0.019307408	0.132515398	RLTR21:ERVK:LTR	575.6574798	371.0499842	AL_RNA_TCDD_F	TCDD	F	RLTR21	ERVK	LTR
-0.983605089	-0.399758819	0.020198184	0.136539726	Eulor9A:DNA:DNA	0.508447252	0.274754097	AL_RNA_TCDD_F	TCDD	F	Eulor9A	DNA	DNA
