logFC	logCPM	PValue	FDR	TE	Control_CPM_median	Exposure_CPM_median	group	Type	Sex	Subfamily	Class
0.034374097	9.710806472	0.01424702	0.094333817	MER58A	837.6576017	854.5090718	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER58A	DNA
0.043766062	9.318710052	0.014509795	0.095508594	MER21B	634.3775612	658.4477152	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER21B	LTR
0.085829761	4.997961826	0.015046989	0.098465384	MER106B	31.74860742	33.71725916	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER106B	DNA
-0.02604644	10.09182962	0.015778342	0.102650961	L1MEc	1093.3677	1073.841571	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1MEc	LINE
-0.029643559	9.764280698	0.015971727	0.103308455	MLTR11A	873.6812935	847.7402588	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MLTR11A	LTR
0.051908122	7.404708288	0.016872401	0.108506994	RLTR31C_MM	168.0628348	173.6742254	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR31C_MM	LTR
0.050259225	7.2518307	0.017158763	0.109718036	MamRep605	151.4173128	158.06512	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MamRep605	LTR
0.121246337	4.582953242	0.017882396	0.11369546	LTR86C	23.55229946	25.6251612	BI_ATAC_PM2.5_M	PM2.5-JHU	M	LTR86C	LTR
0.147714318	3.887565056	0.018247103	0.115358804	MER92A	14.38313231	16.0844511	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER92A	LTR
0.070046654	6.105986677	0.018722725	0.117043178	LTR16B1	68.434814	71.53263825	BI_ATAC_PM2.5_M	PM2.5-JHU	M	LTR16B1	LTR
-0.111574578	4.220259489	0.018688245	0.117043178	X7B_LINE	18.34270369	16.92948062	BI_ATAC_PM2.5_M	PM2.5-JHU	M	X7B_LINE	LINE
0.038192335	8.524600442	0.019006167	0.118155004	MLT2D	367.3538586	375.7340301	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MLT2D	LTR
-0.06014986	6.968849192	0.019239839	0.11849256	BLACKJACK	125.628362	120.832388	BI_ATAC_PM2.5_M	PM2.5-JHU	M	BLACKJACK	DNA
-0.220178715	2.783239818	0.019348614	0.11849256	MER110-int	6.990567129	6.044100203	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER110-int	LTR
0.044073135	7.382756932	0.01937814	0.11849256	Tigger15a	164.914186	170.1288628	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Tigger15a	DNA
-0.095885751	4.844667894	0.019484087	0.118492897	RLTR46A	28.7041426	26.77345582	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR46A	LTR
-0.022629075	12.13737974	0.019761366	0.119529558	Lx4A	4515.166498	4444.315045	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Lx4A	LINE
-0.031048418	11.02575027	0.020111669	0.120994394	RMER17B	2097.009957	2042.437881	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RMER17B	LTR
-0.107807865	4.273765584	0.0205718	0.123100774	Charlie17	19.49307896	17.93701874	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Charlie17	DNA
-0.052378872	6.869470674	0.020706954	0.123250432	MER67C	117.5706054	112.6423458	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER67C	LTR
-0.031369135	11.06614344	0.021283101	0.124074374	L1_Mur1	2160.476487	2103.601685	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1_Mur1	LINE
0.02036852	11.67126526	0.021288901	0.124074374	L2b	3250.748239	3296.044502	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L2b	LINE
-0.100137204	4.971429899	0.02106612	0.124074374	LTR85a	31.35396423	29.81389124	BI_ATAC_PM2.5_M	PM2.5-JHU	M	LTR85a	LTR
0.061822768	8.066754507	0.021271033	0.124074374	RLTR13D2	265.8055756	276.0679721	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR13D2	LTR
-0.097286074	4.597022347	0.021798611	0.126020085	LTR81C	24.06379657	22.67757651	BI_ATAC_PM2.5_M	PM2.5-JHU	M	LTR81C	LTR
0.10254632	4.934257016	0.021847986	0.126020085	X7A_LINE	29.89645329	32.21967164	BI_ATAC_PM2.5_M	PM2.5-JHU	M	X7A_LINE	LINE
0.119679479	5.194540392	0.022049706	0.126531391	UCON26	35.74456799	39.22086119	BI_ATAC_PM2.5_M	PM2.5-JHU	M	UCON26	DNA
0.035306172	8.883706105	0.023027291	0.131467031	RMER6B	471.1381007	483.971407	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RMER6B	LTR
-0.045518355	9.591900301	0.023322291	0.13247535	IAPLTR3-int	774.3472566	754.8123927	BI_ATAC_PM2.5_M	PM2.5-JHU	M	IAPLTR3-int	LTR
-0.046287195	8.266776608	0.024050929	0.134564948	ETnERV3-int	310.1714172	298.5504955	BI_ATAC_PM2.5_M	PM2.5-JHU	M	ETnERV3-int	LTR
0.065807638	5.641297666	0.023998533	0.134564948	L1M2c	49.72004163	52.00112987	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1M2c	LINE
-0.031710225	9.554283846	0.023817694	0.134564948	RMER12	753.2532519	736.796484	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RMER12	LTR
-0.035547275	10.10400565	0.024860066	0.138400071	MusHAL1	1101.54726	1076.202078	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MusHAL1	LINE
0.021083978	10.53444107	0.026093111	0.144545502	MER20	1480.467569	1500.638725	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER20	DNA
-0.024448364	10.25079603	0.026588892	0.146566356	MER5A	1221.550517	1200.845685	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER5A	DNA
0.043251031	8.954125215	0.026740674	0.146680461	RLTR25A	494.9597198	510.4288175	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR25A	LTR
0.102016474	5.245267485	0.027010068	0.147200057	MLT1B-int	37.29572568	40.05234874	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MLT1B-int	LTR
0.035145644	9.096191539	0.027098491	0.147200057	RMER20A	545.5425767	556.5078951	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RMER20A	LTR
-0.095549694	4.794804856	0.027659941	0.148939674	L1M3d	27.90653455	26.03115835	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1M3d	LINE
-0.041423974	8.215083443	0.027684944	0.148939674	MLT2B2	298.4773063	290.9491319	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MLT2B2	LTR
-0.063156155	6.27174949	0.028349428	0.14963684	ERVB5_1-LTR_MM	77.74180452	73.8974316	BI_ATAC_PM2.5_M	PM2.5-JHU	M	ERVB5_1-LTR_MM	LTR
-0.025076821	11.64480525	0.028099577	0.14963684	L1Md_F	3216.563197	3154.570377	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1Md_F	LINE
0.054740428	8.734638786	0.028260219	0.14963684	MuLV-int	419.2545156	439.0149324	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MuLV-int	LTR
0.108406123	4.599482135	0.027975779	0.14963684	Tigger14a	23.75153402	25.46943429	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Tigger14a	DNA
0.113248187	4.533711317	0.029554771	0.154541068	MLT1A-int	22.75676159	24.32129361	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MLT1A-int	LTR
0.054768089	8.807722412	0.030778404	0.155841785	IAPLTR1_Mm	445.9906338	459.7127075	BI_ATAC_PM2.5_M	PM2.5-JHU	M	IAPLTR1_Mm	LTR
-0.094867226	4.606453505	0.030457023	0.155841785	LTR88c	24.35853235	22.77854433	BI_ATAC_PM2.5_M	PM2.5-JHU	M	LTR88c	LTR
-0.061015753	6.504836031	0.030634733	0.155841785	MamTip2	91.37538523	87.61508954	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MamTip2	DNA
0.045591116	7.301174821	0.030424597	0.155841785	MER117	156.5712701	163.3292415	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER117	DNA
-0.128420574	3.901273059	0.030749563	0.155841785	MER88	14.8460269	13.19012059	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER88	LTR
-0.123058739	4.101976148	0.030444353	0.155841785	MLT1F2-int	17.34425174	16.134477	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MLT1F2-int	LTR
-0.046719456	6.933472591	0.030060728	0.155841785	RLTR12G	123.2353727	118.9157307	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR12G	LTR
-0.064790102	6.589750091	0.031652476	0.159545589	MLTR31D_MM	97.33683765	92.21054756	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MLTR31D_MM	LTR
-0.120675923	3.850440201	0.032330749	0.162233667	LTR88a	14.03611022	12.88414041	BI_ATAC_PM2.5_M	PM2.5-JHU	M	LTR88a	LTR
0.042413025	7.730682996	0.032884105	0.16427372	LTR72_RN	211.9263734	217.3996334	BI_ATAC_PM2.5_M	PM2.5-JHU	M	LTR72_RN	LTR
-0.034186741	10.043477	0.033336919	0.16579561	L1Md_Gf	1063.586539	1042.679105	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1Md_Gf	LINE
-0.033145993	8.614240582	0.033631238	0.165856359	L1ME3A	392.1179044	383.8848584	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1ME3A	LINE
0.022158078	13.25027921	0.033645571	0.165856359	PB1D10	9721.402125	9869.262552	BI_ATAC_PM2.5_M	PM2.5-JHU	M	PB1D10	SINE
0.122594389	3.579813466	0.033969276	0.16671763	FAM	11.45184498	12.93436337	BI_ATAC_PM2.5_M	PM2.5-JHU	M	FAM	SINE
0.039709653	8.028643263	0.034472799	0.168203969	MLT1H2	260.0264646	267.5560993	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MLT1H2	LTR
-0.032400943	9.348935612	0.034572755	0.168203969	ORR1E-int	655.9883582	640.0268332	BI_ATAC_PM2.5_M	PM2.5-JHU	M	ORR1E-int	LTR
0.034278864	8.449863084	0.035427047	0.170874418	L1ME4b	347.7690015	354.8157981	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1ME4b	LINE
0.030128581	12.27259748	0.035312858	0.170874418	PB1D9	4910.683716	5045.255442	BI_ATAC_PM2.5_M	PM2.5-JHU	M	PB1D9	SINE
0.131598307	4.235317402	0.036063101	0.1724556	Eulor5A	18.21104835	19.48083161	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Eulor5A	DNA
0.057130291	8.146231529	0.036036537	0.1724556	MLTR25C	280.5513996	292.7824543	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MLTR25C	LTR
-0.251617532	1.799994476	0.036233965	0.172535349	UCON15	3.350346598	2.748003036	BI_ATAC_PM2.5_M	PM2.5-JHU	M	UCON15	DNA
-0.027092746	11.00344579	0.037127853	0.173832916	L1_Rod	2054.380892	2018.076135	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1_Rod	LINE
-0.04172384	8.163961684	0.037054616	0.173832916	LTR16C	287.5264492	278.5073726	BI_ATAC_PM2.5_M	PM2.5-JHU	M	LTR16C	LTR
-0.054229955	6.68458867	0.036929404	0.173832916	MLTR31A_MM	102.5318237	100.6042841	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MLTR31A_MM	LTR
-0.031137199	9.537206827	0.03689767	0.173832916	RMER17C2	743.0983354	727.4839748	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RMER17C2	LTR
0.044624523	8.155404886	0.037886232	0.175911593	RLTR12E	284.0846896	290.9579674	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR12E	LTR
-0.033685184	10.65681965	0.038118315	0.176257829	L1_Mm	1618.189698	1588.90685	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1_Mm	LINE
0.056824272	7.081944779	0.038440853	0.177017755	RLTR19B	134.6383647	138.9671214	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR19B	LTR
0.056053388	6.656762329	0.038674754	0.177364957	ERVB5_2-LTR_MM	99.26370031	104.2759788	BI_ATAC_PM2.5_M	PM2.5-JHU	M	ERVB5_2-LTR_MM	LTR
0.087082713	4.488609314	0.038989883	0.178080321	MLT1H2-int	22.00117412	23.72776407	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MLT1H2-int	LTR
0.020355158	11.81616554	0.039529569	0.179811334	B1F1	3600.279367	3646.405371	BI_ATAC_PM2.5_M	PM2.5-JHU	M	B1F1	SINE
-0.048485766	6.98448816	0.039915858	0.180104215	Charlie2b	127.0231354	121.6513406	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Charlie2b	DNA
0.090725491	4.76858478	0.039877858	0.180104215	Tigger8	26.25524096	29.21550062	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Tigger8	DNA
-0.041843684	9.303480779	0.040102621	0.180220212	RLTR22_Mur	630.8171746	615.8003287	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR22_Mur	LTR
-0.245285222	1.94712702	0.041352047	0.185091762	LTR108b_Mam	3.657929685	3.14773808	BI_ATAC_PM2.5_M	PM2.5-JHU	M	LTR108b_Mam	LTR
-0.049282499	7.004967271	0.041800107	0.186351872	MLTR18A_MM	128.6403913	123.9795411	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MLTR18A_MM	LTR
0.050781134	7.074601104	0.042572316	0.189041354	RLTR13A3	133.3218318	139.0828596	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR13A3	LTR
-0.124864331	4.481892434	0.042919345	0.189829039	MMTV-int	22.26284822	21.18001285	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MMTV-int	LTR
-0.078134515	4.794243362	0.043551694	0.191867504	Charlie16a	27.75303277	26.22367537	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Charlie16a	DNA
-0.082076339	4.697131594	0.043924115	0.19274935	MamGypLTR1c	25.89284441	24.53306001	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MamGypLTR1c	LTR
-0.04901221	6.61665527	0.044279397	0.193549396	L1MDb	99.07539399	95.55562003	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1MDb	LINE
-0.035697574	7.478956856	0.044839714	0.19372834	Charlie4a	178.2177236	174.4262026	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Charlie4a	DNA
-0.027902917	10.0236086	0.04483483	0.19372834	L1VL1	1044.510427	1025.921262	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1VL1	LINE
-0.035709881	8.213329505	0.044799384	0.19372834	RLTR12BD_Mm	297.8076688	291.7534592	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR12BD_Mm	LTR
-0.036383123	8.068284667	0.045986252	0.197917753	L1MA5A	270.0935819	262.6631724	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1MA5A	LINE
-0.211479114	2.297719572	0.047066197	0.201789559	LTR29	4.80084145	4.046027827	BI_ATAC_PM2.5_M	PM2.5-JHU	M	LTR29	LTR
0.176143586	2.428715491	0.047560757	0.203131632	Eulor10	5.152361478	5.5959195	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Eulor10	DNA
-0.113955699	3.677653947	0.047971738	0.204107888	Eulor6D	12.63675111	12.18829855	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Eulor6D	DNA
0.119276054	4.133047218	0.048636919	0.205849231	MER70-int	17.35167958	18.88176684	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER70-int	LTR
-0.109875789	7.714384818	0.048748924	0.205849231	MER90a	212.4900763	199.3120304	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER90a	LTR
-0.024411865	12.5482513	0.04916989	0.206846266	L1_Mur3	6011.790538	5916.570372	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1_Mur3	LINE
-0.132185818	3.295169368	0.0494702	0.207330164	MER34B-int	9.596116762	9.09153308	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER34B-int	LTR
-0.024008941	12.42499457	0.050615816	0.208606863	L1_Mur2	5526.278054	5436.298571	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1_Mur2	LINE
-0.027316723	9.715705412	0.050453263	0.208606863	L1MD	844.0373405	824.096617	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1MD	LINE
0.040896329	7.898216799	0.050330042	0.208606863	LFSINE_Vert	236.9159638	244.9557561	BI_ATAC_PM2.5_M	PM2.5-JHU	M	LFSINE_Vert	SINE
0.070731065	5.152925296	0.050863389	0.208606863	MamGypLTR1a	35.0898814	37.35576874	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MamGypLTR1a	LTR
-0.067027387	5.43532759	0.050893363	0.208606863	MamGypLTR3a	43.01688445	41.74940698	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MamGypLTR3a	LTR
-0.037592764	8.019262211	0.051539568	0.210484584	ERVB4_1B-LTR_MM	260.1676876	252.7620594	BI_ATAC_PM2.5_M	PM2.5-JHU	M	ERVB4_1B-LTR_MM	LTR
0.102244099	3.854557773	0.052042574	0.211765965	L1P5	14.09877986	14.83917236	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1P5	LINE
0.043272174	7.159806197	0.052293459	0.212015873	HAL1M8	141.896636	145.2088336	BI_ATAC_PM2.5_M	PM2.5-JHU	M	HAL1M8	LINE
-0.063341094	5.917032712	0.053674917	0.212986638	ERVB7_4-LTR_MM	60.32530293	58.64140217	BI_ATAC_PM2.5_M	PM2.5-JHU	M	ERVB7_4-LTR_MM	LTR
-0.042581609	6.967771295	0.053654692	0.212986638	MER115	125.1197157	122.6152528	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER115	DNA
0.044969772	6.510162163	0.053336386	0.212986638	MLT1F-int	89.9732026	93.48091523	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MLT1F-int	LTR
0.071302216	5.778334269	0.052922078	0.212986638	RLTR17C_Mm	54.78399094	57.0320239	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR17C_Mm	LTR
0.092375534	5.328404928	0.053201769	0.212986638	RLTR6C_Mm	39.88616521	41.55942337	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR6C_Mm	LTR
0.073260089	9.148101379	0.05441654	0.21516646	IAPLTR2_Mm	560.1556589	597.8879008	BI_ATAC_PM2.5_M	PM2.5-JHU	M	IAPLTR2_Mm	LTR
0.105540575	3.73129569	0.054763424	0.215775604	RLTR30D_RN	12.9554761	13.6834357	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR30D_RN	LTR
-0.016221864	13.70794137	0.055438163	0.21679915	L1_Mus1	13406.27964	13250.92756	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1_Mus1	LINE
0.064578026	6.775616216	0.055549391	0.21679915	MER92B	107.9285055	113.3146481	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER92B	LTR
0.035221137	7.537926056	0.055604429	0.21679915	MLTR18_MM	184.7714867	189.6218725	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MLTR18_MM	LTR
0.340665048	0.437424265	0.056181562	0.216870104	LTR27C	1.099685208	1.249078901	BI_ATAC_PM2.5_M	PM2.5-JHU	M	LTR27C	LTR
0.291506513	0.832055708	0.055918771	0.216870104	MER83B-int	1.500269378	1.898156293	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER83B-int	LTR
0.053520372	7.191450422	0.056204048	0.216870104	RMER16A3	144.9257534	150.7581724	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RMER16A3	LTR
-0.052669818	6.998265388	0.057039888	0.219338951	RLTR26D_MM	126.6537721	122.3523897	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR26D_MM	LTR
-0.074887539	5.45426061	0.058012459	0.22212717	LTR16D	43.52729749	42.71910894	BI_ATAC_PM2.5_M	PM2.5-JHU	M	LTR16D	LTR
-0.034473597	10.20521769	0.058161985	0.22212717	RMER17A2	1184.756187	1156.177703	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RMER17A2	LTR
0.054857833	6.045688491	0.058562953	0.22289777	RLTR10E	65.70344463	68.16703599	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR10E	LTR
-0.034251319	9.418248155	0.060363966	0.228200264	MMETn-int	689.0730976	668.6294015	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MMETn-int	LTR
0.053882514	5.917811193	0.061075727	0.229600467	AmnSINE2	59.98425649	62.37599636	BI_ATAC_PM2.5_M	PM2.5-JHU	M	AmnSINE2	SINE
0.076303911	4.631589949	0.061144718	0.229600467	LTRIS4B	24.49955747	25.83082721	BI_ATAC_PM2.5_M	PM2.5-JHU	M	LTRIS4B	LTR
-0.041105325	9.417250194	0.061630162	0.230649334	RMER12C	684.1160765	662.1030638	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RMER12C	LTR
-0.037984399	7.888094776	0.06221696	0.231298265	RLTR27	237.0830064	231.4746171	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR27	LTR
-0.050110176	5.860618843	0.062075126	0.231298265	Tigger16a	57.98801071	56.09639593	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Tigger16a	DNA
0.073286734	5.835362848	0.062996512	0.233420849	Charlie13a	56.05524376	58.47930015	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Charlie13a	DNA
0.091148056	4.056713137	0.063328159	0.233875282	Charlie4	16.15029118	17.62955443	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Charlie4	DNA
-0.044420248	8.270192682	0.064335881	0.2368153	LTR41	311.5607232	299.4536806	BI_ATAC_PM2.5_M	PM2.5-JHU	M	LTR41	LTR
0.082677609	4.826318742	0.065147327	0.23901593	LTR53B	27.94604923	29.87769512	BI_ATAC_PM2.5_M	PM2.5-JHU	M	LTR53B	LTR
-0.053475943	6.331131084	0.065532715	0.239644143	MLT2B5	80.58585465	77.14275125	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MLT2B5	LTR
-0.056668848	6.235406108	0.065804105	0.239852748	LTR37A	75.52822833	72.09859771	BI_ATAC_PM2.5_M	PM2.5-JHU	M	LTR37A	LTR
0.020625521	11.57200091	0.066122677	0.240231413	B1F2	3035.690083	3088.394875	BI_ATAC_PM2.5_M	PM2.5-JHU	M	B1F2	SINE
0.079563185	4.697488143	0.066504102	0.240835242	Arthur1A	25.51358838	26.82432519	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Arthur1A	DNA
0.017706842	12.91575956	0.06730083	0.242934288	B1F	7705.627396	7812.560102	BI_ATAC_PM2.5_M	PM2.5-JHU	M	B1F	SINE
0.047261742	6.471819196	0.068765565	0.246388918	LTR79	89.21148199	91.06428694	BI_ATAC_PM2.5_M	PM2.5-JHU	M	LTR79	LTR
-0.018546895	9.43523937	0.068573328	0.246388918	MER5B	694.2406285	684.1166775	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER5B	DNA
0.024002357	8.816766503	0.068980149	0.246388918	MLT2B4	449.7344637	460.6035533	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MLT2B4	LTR
0.02123221	11.21966973	0.069138624	0.246388918	MT2B	2381.142418	2415.132466	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MT2B	LTR
-0.103054588	3.833378785	0.069587189	0.247200205	UCON2	14.20042994	13.48697398	BI_ATAC_PM2.5_M	PM2.5-JHU	M	UCON2	DNA
-0.027268168	10.08466588	0.070006595	0.247903102	L1M3	1085.154331	1073.007247	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1M3	LINE
-0.240310106	1.487493147	0.070995277	0.249823002	Eulor5B	2.599877022	2.247355795	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Eulor5B	DNA
-0.01663245	12.55564321	0.070919886	0.249823002	Lx8b	6048.472892	5970.502772	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Lx8b	LINE
0.026133732	8.350390878	0.072201351	0.253223783	RLTR11C_MM	325.6599754	331.3208163	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR11C_MM	LTR
0.061197075	6.180903338	0.072414308	0.253223783	Tigger10	72.01223236	75.31059043	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Tigger10	DNA
-0.065563766	5.809592609	0.073090341	0.254791564	LTR55	56.48388235	52.71067175	BI_ATAC_PM2.5_M	PM2.5-JHU	M	LTR55	LTR
0.037202821	6.871255199	0.073620651	0.255843196	MER57C2	115.9026942	119.2151161	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER57C2	LTR
0.056255703	6.227633881	0.074573639	0.257596058	ERVB7_3-LTR_MM	74.74891141	76.70794872	BI_ATAC_PM2.5_M	PM2.5-JHU	M	ERVB7_3-LTR_MM	LTR
0.050025692	6.343622858	0.074585454	0.257596058	MER54A	80.3063622	84.64868659	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER54A	LTR
-0.092221859	4.28780155	0.074881187	0.257821689	MER47A	19.34327615	18.5362912	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER47A	DNA
0.100439303	3.899171612	0.075275434	0.258384082	MER127	14.55568616	15.28143102	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER127	DNA
-0.022065395	12.94892867	0.076115722	0.260469398	L1Md_F3	7931.925112	7824.841061	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1Md_F3	LINE
0.023516307	9.415561646	0.076365323	0.260526817	MLT1J	678.2878808	691.0162439	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MLT1J	LTR
0.016452193	11.38950324	0.076686283	0.260826597	ID4	2670.433553	2705.427835	BI_ATAC_PM2.5_M	PM2.5-JHU	M	ID4	SINE
0.050156293	8.492466209	0.077617688	0.263194525	RLTR1B	358.2463259	372.1854027	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR1B	LTR
0.027212878	10.17230074	0.078084822	0.263978599	MERV1_I-int	1149.785494	1179.179022	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MERV1_I-int	LTR
0.048343082	7.001496458	0.079193174	0.266117602	RMER16_Mm	126.9094024	130.7945644	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RMER16_Mm	LTR
-0.027154663	9.810419573	0.078962784	0.266117602	RodERV21-int	899.3986646	877.8771095	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RodERV21-int	LTR
0.028469178	8.835506198	0.079432702	0.266123333	RLTR18B	455.7442654	465.964233	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR18B	LTR
0.047387845	6.898322726	0.080843516	0.270041477	Tigger6a	118.5073452	122.6129432	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Tigger6a	DNA
0.034771109	8.118284809	0.081255859	0.270611029	RLTR13D3	278.0893791	281.8565494	BI_ATAC_PM2.5_M	PM2.5-JHU	M	RLTR13D3	LTR
0.061589572	5.713593279	0.082332289	0.270970093	Charlie19a	51.32197688	54.03410596	BI_ATAC_PM2.5_M	PM2.5-JHU	M	Charlie19a	DNA
-0.019538715	10.44993186	0.082184914	0.270970093	L1MA4	1397.986298	1385.05	BI_ATAC_PM2.5_M	PM2.5-JHU	M	L1MA4	LINE
-0.057591868	5.842201899	0.082079821	0.270970093	MER96B	57.04164799	55.68389362	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MER96B	DNA
0.051552121	6.165736194	0.082156291	0.270970093	MLTR31C_MM	71.13816146	75.20887697	BI_ATAC_PM2.5_M	PM2.5-JHU	M	MLTR31C_MM	LTR
0.047815917	6.124494048	0.084507771	0.275247616	BGLII_A	68.76559085	72.40002396	BI_ATAC_PM2.5_M	PM2.5-JHU	M	BGLII_A	LTR
