logFC	logCPM	PValue	FDR	TE	Control_CPM_median	Exposure_CPM_median	group	Type	Sex	Subfamily	Class
0.103662772	12.87799743	9.83E-48	1.10E-44	MIR	7459.165534	8022.371435	AL_ATAC_TCDD_F	TCDD	F	MIR	SINE
0.252065532	11.03225053	1.66E-42	9.27E-40	MMVL30-int	2037.561208	2398.370912	AL_ATAC_TCDD_F	TCDD	F	MMVL30-int	LTR
0.100892085	13.07078452	6.43E-42	2.40E-39	MIRb	8522.1455	9148.023692	AL_ATAC_TCDD_F	TCDD	F	MIRb	SINE
0.10964072	12.05305982	6.29E-36	1.76E-33	MIRc	4209.20358	4537.564577	AL_ATAC_TCDD_F	TCDD	F	MIRc	SINE
0.112187437	11.67801026	1.19E-33	2.65E-31	MIR3	3238.194984	3493.011752	AL_ATAC_TCDD_F	TCDD	F	MIR3	SINE
0.300607654	6.726425459	3.99E-32	7.43E-30	MER102c	103.0756791	125.4519575	AL_ATAC_TCDD_F	TCDD	F	MER102c	DNA
-0.175362464	14.65333635	9.05E-32	1.45E-29	L1Md_T	26161.62866	23182.46609	AL_ATAC_TCDD_F	TCDD	F	L1Md_T	LINE
-0.1372438	12.87150595	2.36E-31	3.30E-29	L1Md_F3	7575.651252	6956.084759	AL_ATAC_TCDD_F	TCDD	F	L1Md_F3	LINE
0.114592295	11.72148924	1.49E-29	1.85E-27	L2b	3348.545537	3607.118277	AL_ATAC_TCDD_F	TCDD	F	L2b	LINE
-0.130993244	13.72952799	4.40E-28	4.93E-26	L1_Mus1	13723.19169	12609.21602	AL_ATAC_TCDD_F	TCDD	F	L1_Mus1	LINE
-0.143014063	15.31384941	6.07E-27	6.17E-25	L1Md_F2	41181.39885	37491.8457	AL_ATAC_TCDD_F	TCDD	F	L1Md_F2	LINE
-0.167614444	9.89972472	1.32E-26	1.23E-24	Lx2A1	964.1054079	861.3657553	AL_ATAC_TCDD_F	TCDD	F	Lx2A1	LINE
-0.172228327	14.08927699	3.08E-26	2.65E-24	L1Md_A	17625.9168	15803.54725	AL_ATAC_TCDD_F	TCDD	F	L1Md_A	LINE
0.191976628	7.361489223	7.54E-25	5.63E-23	L1ME4c	161.0558361	185.559933	AL_ATAC_TCDD_F	TCDD	F	L1ME4c	LINE
-0.19400216	8.259675935	7.21E-25	5.63E-23	MMERVK10D3_I-int	311.7529301	273.8572694	AL_ATAC_TCDD_F	TCDD	F	MMERVK10D3_I-int	LTR
0.299660623	5.781116356	1.36E-24	9.54E-23	MER57-int	52.82616056	65.43632082	AL_ATAC_TCDD_F	TCDD	F	MER57-int	LTR
0.112215284	9.782700637	4.02E-24	2.65E-22	L1MB2	870.4612083	938.7903046	AL_ATAC_TCDD_F	TCDD	F	L1MB2	LINE
-0.15485121	8.87782928	5.60E-24	3.48E-22	LTRIS2	473.386537	427.0896372	AL_ATAC_TCDD_F	TCDD	F	LTRIS2	LTR
0.068122539	12.42306293	5.52E-23	3.25E-21	L2a	5456.942416	5728.669757	AL_ATAC_TCDD_F	TCDD	F	L2a	LINE
0.259168406	5.748923755	6.57E-22	3.68E-20	Charlie19a	51.99073399	63.00379371	AL_ATAC_TCDD_F	TCDD	F	Charlie19a	DNA
0.085297038	11.19289685	7.34E-22	3.91E-20	L2c	2320.736666	2469.760145	AL_ATAC_TCDD_F	TCDD	F	L2c	LINE
0.108641486	10.6127465	1.00E-21	5.09E-20	MER20	1548.848982	1676.594281	AL_ATAC_TCDD_F	TCDD	F	MER20	DNA
0.325315907	6.39563704	1.40E-21	6.82E-20	HERVL40-int	81.89768949	101.5776744	AL_ATAC_TCDD_F	TCDD	F	HERVL40-int	LTR
-0.123614305	13.19466769	9.96E-21	4.64E-19	L1_Mus2	9449.136171	8693.720375	AL_ATAC_TCDD_F	TCDD	F	L1_Mus2	LINE
-0.14457399	12.4969396	1.34E-20	6.00E-19	Lx3_Mus	5837.875063	5329.708356	AL_ATAC_TCDD_F	TCDD	F	Lx3_Mus	LINE
0.139115221	9.768381672	2.14E-20	9.20E-19	MER58A	860.4251632	934.8109437	AL_ATAC_TCDD_F	TCDD	F	MER58A	DNA
-0.143921692	9.156410933	2.74E-20	1.14E-18	Lx2A	576.6986244	521.1105521	AL_ATAC_TCDD_F	TCDD	F	Lx2A	LINE
-0.172758431	9.741243402	4.47E-20	1.79E-18	L1Md_Gf	866.8754175	773.1400718	AL_ATAC_TCDD_F	TCDD	F	L1Md_Gf	LINE
-0.112834875	11.70803768	2.12E-19	8.19E-18	MERVL-int	3377.505438	3143.470526	AL_ATAC_TCDD_F	TCDD	F	MERVL-int	LTR
0.106559311	9.333005969	1.11E-18	4.15E-17	ID2	638.7859694	688.0887214	AL_ATAC_TCDD_F	TCDD	F	ID2	SINE
0.674690347	7.896753443	1.41E-18	5.07E-17	MLTR18B_MM	218.4326309	327.9676131	AL_ATAC_TCDD_F	TCDD	F	MLTR18B_MM	LTR
0.098959253	10.92223184	3.97E-18	1.39E-16	PB1	1921.919568	2052.791174	AL_ATAC_TCDD_F	TCDD	F	PB1	SINE
0.335695529	5.765142774	6.99E-18	2.37E-16	MER68-int	52.78930904	68.18005916	AL_ATAC_TCDD_F	TCDD	F	MER68-int	LTR
-0.135761762	11.45330202	8.10E-18	2.67E-16	Lx3C	2834.813107	2585.21867	AL_ATAC_TCDD_F	TCDD	F	Lx3C	LINE
-0.199998016	7.114220783	1.11E-17	3.55E-16	IAPEY_LTR	140.7410386	121.0148882	AL_ATAC_TCDD_F	TCDD	F	IAPEY_LTR	LTR
0.094876273	14.42926055	2.10E-17	6.53E-16	RSINE1	21877.62836	23375.80266	AL_ATAC_TCDD_F	TCDD	F	RSINE1	SINE
-0.120368601	12.17233773	2.57E-17	7.78E-16	Lx4A	4661.415855	4308.852193	AL_ATAC_TCDD_F	TCDD	F	Lx4A	LINE
0.174687142	7.065626405	4.03E-17	1.19E-15	MARNA	130.209625	149.4118747	AL_ATAC_TCDD_F	TCDD	F	MARNA	DNA
-0.148442888	12.88582026	4.53E-17	1.30E-15	Lx2	7677.470432	6906.270631	AL_ATAC_TCDD_F	TCDD	F	Lx2	LINE
-0.156723651	8.510308943	5.20E-17	1.45E-15	IAP-d-int	370.6885195	335.0393684	AL_ATAC_TCDD_F	TCDD	F	IAP-d-int	LTR
0.286381129	8.15859791	5.40E-17	1.47E-15	MLTR25C	278.783238	327.7771158	AL_ATAC_TCDD_F	TCDD	F	MLTR25C	LTR
-0.125104325	11.2753401	9.67E-17	2.58E-15	Lx3B	2503.813845	2302.637267	AL_ATAC_TCDD_F	TCDD	F	Lx3B	LINE
0.093250101	9.400084515	1.25E-16	3.24E-15	Charlie1a	669.6269884	715.3728796	AL_ATAC_TCDD_F	TCDD	F	Charlie1a	DNA
-0.156198336	11.86486754	1.44E-16	3.67E-15	Lx3A	3777.180026	3377.180482	AL_ATAC_TCDD_F	TCDD	F	Lx3A	LINE
-0.081197098	11.10978305	2.01E-16	4.99E-15	MTA_Mm-int	2226.978199	2124.018541	AL_ATAC_TCDD_F	TCDD	F	MTA_Mm-int	LTR
-0.163477153	11.52926617	2.32E-16	5.65E-15	L1Md_F	2995.885917	2649.964953	AL_ATAC_TCDD_F	TCDD	F	L1Md_F	LINE
-0.110905367	13.45828431	3.01E-16	7.16E-15	Lx	11336.24086	10502.63307	AL_ATAC_TCDD_F	TCDD	F	Lx	LINE
-0.129888365	11.33790288	4.10E-16	9.57E-15	Lx2B	2608.883639	2419.153024	AL_ATAC_TCDD_F	TCDD	F	Lx2B	LINE
-0.129410323	12.56725396	4.21E-16	9.61E-15	L1_Mus4	6130.925071	5562.85473	AL_ATAC_TCDD_F	TCDD	F	L1_Mus4	LINE
0.131482868	8.354937511	1.16E-15	2.60E-14	Tigger17a	324.3449428	353.3028598	AL_ATAC_TCDD_F	TCDD	F	Tigger17a	DNA
0.153483787	8.35635511	1.23E-15	2.70E-14	L1ME2z	323.8867008	355.0357132	AL_ATAC_TCDD_F	TCDD	F	L1ME2z	LINE
0.216199234	6.181099267	1.93E-15	4.16E-14	MER112	70.77707225	82.93797312	AL_ATAC_TCDD_F	TCDD	F	MER112	DNA
-0.49031963	4.189733807	2.05E-15	4.32E-14	ORR1G-int	19.00303923	13.87816181	AL_ATAC_TCDD_F	TCDD	F	ORR1G-int	LTR
-0.177347931	10.04694906	2.22E-15	4.61E-14	L1VL1	1069.48812	934.103292	AL_ATAC_TCDD_F	TCDD	F	L1VL1	LINE
0.13116167	8.44611406	7.01E-15	1.43E-13	L1ME4b	343.7683622	376.2999126	AL_ATAC_TCDD_F	TCDD	F	L1ME4b	LINE
-0.134111428	12.09295566	7.21E-15	1.44E-13	Lx2B2	4403.910745	4044.625092	AL_ATAC_TCDD_F	TCDD	F	Lx2B2	LINE
0.142568102	9.335670651	9.19E-15	1.80E-13	MER21B	639.1307497	702.2716483	AL_ATAC_TCDD_F	TCDD	F	MER21B	LTR
0.141447292	7.727316313	9.60E-15	1.85E-13	LTR67B	208.8448168	228.8384776	AL_ATAC_TCDD_F	TCDD	F	LTR67B	LTR
0.074666578	10.25829569	1.94E-14	3.68E-13	L1MC4	1215.648339	1278.184936	AL_ATAC_TCDD_F	TCDD	F	L1MC4	LINE
-0.127971572	8.571496648	3.02E-14	5.63E-13	IAPLTR2a2_Mm	384.4988668	351.3399244	AL_ATAC_TCDD_F	TCDD	F	IAPLTR2a2_Mm	LTR
0.088208674	12.95945917	3.78E-14	6.93E-13	B1F	7912.376575	8411.26155	AL_ATAC_TCDD_F	TCDD	F	B1F	SINE
0.192992517	6.530072223	6.81E-14	1.23E-12	MER76	90.67963658	101.2333649	AL_ATAC_TCDD_F	TCDD	F	MER76	LTR
-0.197729775	7.614983283	7.40E-14	1.31E-12	IAPLTR2b	200.1656085	176.7777365	AL_ATAC_TCDD_F	TCDD	F	IAPLTR2b	LTR
0.059130211	12.03534695	8.08E-14	1.41E-12	L2	4177.714339	4346.85793	AL_ATAC_TCDD_F	TCDD	F	L2	LINE
0.067454238	11.12330964	1.09E-13	1.87E-12	MLTR14	2219.376488	2324.436884	AL_ATAC_TCDD_F	TCDD	F	MLTR14	LTR
0.09552248	9.57645518	1.17E-13	1.98E-12	L1MB4	757.229137	811.8026119	AL_ATAC_TCDD_F	TCDD	F	L1MB4	LINE
-0.110225482	14.22921925	1.40E-13	2.34E-12	L1_Mus3	19392.38615	17975.67902	AL_ATAC_TCDD_F	TCDD	F	L1_Mus3	LINE
0.092531532	9.102683205	2.06E-13	3.40E-12	MER58B	544.4333027	578.9029419	AL_ATAC_TCDD_F	TCDD	F	MER58B	DNA
0.092594468	11.27295315	2.53E-13	4.09E-12	PB1D11	2455.195348	2610.009832	AL_ATAC_TCDD_F	TCDD	F	PB1D11	SINE
-0.128172831	9.649279484	2.56E-13	4.09E-12	RLTR10	809.6992176	745.8000926	AL_ATAC_TCDD_F	TCDD	F	RLTR10	LTR
0.088120144	11.43394462	2.78E-13	4.33E-12	ID4	2752.855195	2911.037132	AL_ATAC_TCDD_F	TCDD	F	ID4	SINE
0.070254486	10.84105977	2.78E-13	4.33E-12	RCHARR1	1822.376901	1912.801459	AL_ATAC_TCDD_F	TCDD	F	RCHARR1	DNA
0.123552007	8.57967668	3.02E-13	4.60E-12	RLTR12B	377.0840479	405.3369558	AL_ATAC_TCDD_F	TCDD	F	RLTR12B	LTR
0.06573975	11.03749	3.04E-13	4.60E-12	RMER5	2090.122272	2185.35207	AL_ATAC_TCDD_F	TCDD	F	RMER5	LTR
0.091006192	11.55129425	3.38E-13	5.04E-12	ID4_	2981.505998	3171.461104	AL_ATAC_TCDD_F	TCDD	F	ID4_	SINE
0.09293797	8.959264239	4.61E-13	6.79E-12	L1MEd	491.6183879	521.0549854	AL_ATAC_TCDD_F	TCDD	F	L1MEd	LINE
0.151464782	8.338678932	5.99E-13	8.71E-12	LTR41	319.383666	362.4939401	AL_ATAC_TCDD_F	TCDD	F	LTR41	LTR
-0.159356521	7.863082284	6.55E-13	9.40E-12	RLTR10A	236.341012	213.5809732	AL_ATAC_TCDD_F	TCDD	F	RLTR10A	LTR
-0.077488191	10.20773645	6.74E-13	9.55E-12	ORR1A1	1195.130979	1128.606533	AL_ATAC_TCDD_F	TCDD	F	ORR1A1	LTR
0.085533051	14.6166013	8.67E-13	1.21E-11	ID_B1	24943.97732	26522.17755	AL_ATAC_TCDD_F	TCDD	F	ID_B1	SINE
0.090076542	11.86133267	1.12E-12	1.54E-11	B1F1	3693.352017	3939.03041	AL_ATAC_TCDD_F	TCDD	F	B1F1	SINE
-0.152398219	7.82475884	1.47E-12	2.00E-11	IAP1-MM_I-int	230.371628	207.5582765	AL_ATAC_TCDD_F	TCDD	F	IAP1-MM_I-int	LTR
-0.153357298	8.064484629	1.96E-12	2.65E-11	IAPEY2_LTR	270.8805834	245.4239895	AL_ATAC_TCDD_F	TCDD	F	IAPEY2_LTR	LTR
-0.092545072	9.878262931	2.82E-12	3.75E-11	RodERV21-int	951.6604486	891.2353245	AL_ATAC_TCDD_F	TCDD	F	RodERV21-int	LTR
0.166134082	6.435728797	2.85E-12	3.76E-11	MER67B	85.50204085	96.24645402	AL_ATAC_TCDD_F	TCDD	F	MER67B	LTR
-0.140724867	7.754432952	3.45E-12	4.49E-11	RLTR27	218.421101	195.4761185	AL_ATAC_TCDD_F	TCDD	F	RLTR27	LTR
0.169125098	6.491665972	4.07E-12	5.24E-11	MER68B	88.82340801	99.45101321	AL_ATAC_TCDD_F	TCDD	F	MER68B	LTR
0.148757723	7.600188039	5.25E-12	6.67E-11	MER63A	190.5761668	213.0764485	AL_ATAC_TCDD_F	TCDD	F	MER63A	DNA
-0.120109878	10.6722039	6.07E-12	7.63E-11	RLTR10-int	1648.111764	1514.898468	AL_ATAC_TCDD_F	TCDD	F	RLTR10-int	LTR
0.07143124	9.484384603	8.12E-12	1.01E-10	MER5B	710.9886408	746.9199273	AL_ATAC_TCDD_F	TCDD	F	MER5B	DNA
0.076395031	10.67141993	8.29E-12	1.02E-10	L3	1620.034878	1711.01203	AL_ATAC_TCDD_F	TCDD	F	L3	LINE
-0.131940489	9.698566481	1.07E-11	1.30E-10	MMERGLN-int	844.899164	768.3910261	AL_ATAC_TCDD_F	TCDD	F	MMERGLN-int	LTR
0.129366414	7.842562511	1.17E-11	1.41E-10	Cheshire	226.1601928	247.6787891	AL_ATAC_TCDD_F	TCDD	F	Cheshire	DNA
-0.164520117	7.354497	1.29E-11	1.54E-10	ERVB4_1C-LTR_Mm	165.2853766	144.2577289	AL_ATAC_TCDD_F	TCDD	F	ERVB4_1C-LTR_Mm	LTR
0.099654985	8.377669018	1.64E-11	1.93E-10	L3b	328.7216445	350.7373253	AL_ATAC_TCDD_F	TCDD	F	L3b	LINE
0.159770593	7.567519462	2.01E-11	2.34E-10	MER63B	186.9490024	209.4762865	AL_ATAC_TCDD_F	TCDD	F	MER63B	DNA
0.247864268	5.191702068	2.75E-11	3.17E-10	MER106B	35.23226974	42.20478867	AL_ATAC_TCDD_F	TCDD	F	MER106B	DNA
0.086579148	9.636025044	2.83E-11	3.23E-10	RLTR19-int	787.7643278	837.3665309	AL_ATAC_TCDD_F	TCDD	F	RLTR19-int	LTR
0.09279659	11.61443303	3.10E-11	3.50E-10	B1F2	3109.552359	3323.269981	AL_ATAC_TCDD_F	TCDD	F	B1F2	SINE
-0.180770973	10.35192126	3.20E-11	3.58E-10	RLTR6-int	1327.918301	1187.564102	AL_ATAC_TCDD_F	TCDD	F	RLTR6-int	LTR
0.212806082	6.470359641	3.36E-11	3.73E-10	MamRep434	86.79731565	102.760761	AL_ATAC_TCDD_F	TCDD	F	MamRep434	DNA
0.095300909	12.02094051	4.62E-11	5.07E-10	PB1D7	4116.62113	4375.630724	AL_ATAC_TCDD_F	TCDD	F	PB1D7	SINE
-0.258491583	5.353908352	5.05E-11	5.49E-10	MMERVK10D3_LTR	41.83841748	34.63294125	AL_ATAC_TCDD_F	TCDD	F	MMERVK10D3_LTR	LTR
-0.093691418	10.41710877	5.24E-11	5.64E-10	RMER13B	1376.795415	1281.686202	AL_ATAC_TCDD_F	TCDD	F	RMER13B	LTR
0.202226381	5.574668991	5.79E-11	6.17E-10	MER58D	46.61222327	53.68519775	AL_ATAC_TCDD_F	TCDD	F	MER58D	DNA
0.092176951	9.69221311	6.12E-11	6.46E-10	ID	818.9654647	871.9626445	AL_ATAC_TCDD_F	TCDD	F	ID	SINE
-0.105995749	11.77162256	6.60E-11	6.90E-10	L1VL4	3525.524725	3246.752008	AL_ATAC_TCDD_F	TCDD	F	L1VL4	LINE
0.142871782	8.603711268	6.77E-11	7.02E-10	RLTR13D3A1	385.6832728	419.3533808	AL_ATAC_TCDD_F	TCDD	F	RLTR13D3A1	LTR
0.345966504	4.572094314	6.85E-11	7.03E-10	MER134	22.59590466	29.11513122	AL_ATAC_TCDD_F	TCDD	F	MER134	DNA
-0.09639042	13.06813486	8.64E-11	8.79E-10	IAPEz-int	8661.272968	8113.077623	AL_ATAC_TCDD_F	TCDD	F	IAPEz-int	LTR
0.086826607	13.28394789	1.09E-10	1.10E-09	PB1D10	9905.449874	10522.52199	AL_ATAC_TCDD_F	TCDD	F	PB1D10	SINE
0.117258419	8.18774792	1.25E-10	1.25E-09	MLT-int	288.9491787	311.8926528	AL_ATAC_TCDD_F	TCDD	F	MLT-int	LTR
0.052559528	14.01662337	1.74E-10	1.72E-09	MTD	16506.80348	17062.76897	AL_ATAC_TCDD_F	TCDD	F	MTD	LTR
0.146757779	6.923146109	1.78E-10	1.73E-09	MER57C2	120.3621617	130.8214345	AL_ATAC_TCDD_F	TCDD	F	MER57C2	LTR
0.072781285	11.05392689	1.77E-10	1.73E-09	RMER10A	2116.611684	2215.996626	AL_ATAC_TCDD_F	TCDD	F	RMER10A	LTR
0.056666667	13.8511364	1.96E-10	1.89E-09	B4	14719.24266	15291.17179	AL_ATAC_TCDD_F	TCDD	F	B4	SINE
0.153808238	7.010998052	2.00E-10	1.92E-09	Tigger19a	125.6063914	138.7694547	AL_ATAC_TCDD_F	TCDD	F	Tigger19a	DNA
-0.16974686	6.927089584	2.03E-10	1.93E-09	RLTR50B	123.0944323	110.092873	AL_ATAC_TCDD_F	TCDD	F	RLTR50B	LTR
-0.122151867	7.963153076	2.20E-10	2.07E-09	ERVB4_1B-LTR_MM	251.7919626	233.0415036	AL_ATAC_TCDD_F	TCDD	F	ERVB4_1B-LTR_MM	LTR
-0.087725576	12.90995379	2.27E-10	2.12E-09	Lx5	7755.541113	7249.927507	AL_ATAC_TCDD_F	TCDD	F	Lx5	LINE
-0.119143829	7.627019648	2.51E-10	2.32E-09	MTB_Mm-int	199.4936597	182.6935211	AL_ATAC_TCDD_F	TCDD	F	MTB_Mm-int	LTR
0.136770912	7.699207557	3.83E-10	3.51E-09	RLTR35B_MM	204.6883844	226.173463	AL_ATAC_TCDD_F	TCDD	F	RLTR35B_MM	LTR
0.193704695	5.361631078	4.06E-10	3.69E-09	Tigger20a	39.80837719	45.92807674	AL_ATAC_TCDD_F	TCDD	F	Tigger20a	DNA
0.143727491	6.477279187	4.13E-10	3.72E-09	MER81	88.1963001	97.11413173	AL_ATAC_TCDD_F	TCDD	F	MER81	DNA
-0.099043156	10.6599713	5.21E-10	4.66E-09	L1_Mm	1632.150329	1514.408349	AL_ATAC_TCDD_F	TCDD	F	L1_Mm	LINE
0.773728921	1.509031034	5.76E-10	5.11E-09	RMER3D3	2.298871934	4.260344181	AL_ATAC_TCDD_F	TCDD	F	RMER3D3	LTR
-0.109594885	12.4187121	6.98E-10	6.15E-09	L1_Mur2	5501.699966	5120.07466	AL_ATAC_TCDD_F	TCDD	F	L1_Mur2	LINE
-0.073031082	9.476705485	7.77E-10	6.80E-09	RLTR17	716.3683529	682.2323327	AL_ATAC_TCDD_F	TCDD	F	RLTR17	LTR
0.17830817	7.998084625	1.24E-09	1.08E-08	RLTR48A	249.5503265	279.9776409	AL_ATAC_TCDD_F	TCDD	F	RLTR48A	LTR
0.049824147	13.04489611	1.48E-09	1.27E-08	MTC	8406.834352	8666.376836	AL_ATAC_TCDD_F	TCDD	F	MTC	LTR
0.088499925	9.148701368	1.82E-09	1.55E-08	RMER30	561.9645328	595.0981374	AL_ATAC_TCDD_F	TCDD	F	RMER30	DNA
-0.086262876	9.340107193	1.84E-09	1.56E-08	ORR1A0	654.1358555	618.9283225	AL_ATAC_TCDD_F	TCDD	F	ORR1A0	LTR
0.24778663	6.045618361	1.88E-09	1.58E-08	MamRep38	64.2416125	78.79756531	AL_ATAC_TCDD_F	TCDD	F	MamRep38	DNA
0.271064117	4.876633635	3.70E-09	3.09E-08	LTR53B	28.59883593	34.77343328	AL_ATAC_TCDD_F	TCDD	F	LTR53B	LTR
-0.123851322	8.704641222	4.11E-09	3.40E-08	RLTR45	422.3127163	389.3447207	AL_ATAC_TCDD_F	TCDD	F	RLTR45	LTR
0.096816971	8.600943949	4.18E-09	3.44E-08	MER33	384.3752028	406.9240332	AL_ATAC_TCDD_F	TCDD	F	MER33	DNA
0.107601948	7.949878679	4.67E-09	3.81E-08	RLTR34B_MM	245.2924392	267.1856549	AL_ATAC_TCDD_F	TCDD	F	RLTR34B_MM	LTR
-0.100931083	9.216078006	4.73E-09	3.83E-08	RMER13A1	599.6170788	553.4524431	AL_ATAC_TCDD_F	TCDD	F	RMER13A1	LTR
0.127574619	7.976141976	5.57E-09	4.48E-08	LFSINE_Vert	248.2304802	271.5595373	AL_ATAC_TCDD_F	TCDD	F	LFSINE_Vert	SINE
0.068619664	10.06630572	6.21E-09	4.96E-08	L1MB5	1069.177445	1108.780061	AL_ATAC_TCDD_F	TCDD	F	L1MB5	LINE
0.132915784	6.972120643	7.77E-09	6.16E-08	MER119	123.6133653	137.6602251	AL_ATAC_TCDD_F	TCDD	F	MER119	DNA
0.155256752	5.848931565	7.95E-09	6.27E-08	MER58C	56.32953561	62.18513798	AL_ATAC_TCDD_F	TCDD	F	MER58C	DNA
0.097448184	12.32133046	8.37E-09	6.51E-08	B1_Mur3	5078.712057	5406.251714	AL_ATAC_TCDD_F	TCDD	F	B1_Mur3	SINE
0.588569032	2.798342007	8.32E-09	6.51E-08	MER101B	6.197272524	9.016276887	AL_ATAC_TCDD_F	TCDD	F	MER101B	LTR
0.184959354	6.770244346	8.97E-09	6.92E-08	MER92B	107.1164786	119.8081293	AL_ATAC_TCDD_F	TCDD	F	MER92B	LTR
-0.097991962	11.52052952	9.64E-09	7.39E-08	Lx5b	2962.142516	2730.498565	AL_ATAC_TCDD_F	TCDD	F	Lx5b	LINE
0.429381628	3.042718503	9.80E-09	7.46E-08	LTR109A2	7.503864241	10.26406132	AL_ATAC_TCDD_F	TCDD	F	LTR109A2	LTR
-0.064105518	10.24653255	1.11E-08	8.39E-08	ORR1A3	1222.072916	1168.428312	AL_ATAC_TCDD_F	TCDD	F	ORR1A3	LTR
0.127599811	7.297244868	1.25E-08	9.37E-08	L4_A_Mam	155.7476653	169.1495076	AL_ATAC_TCDD_F	TCDD	F	L4_A_Mam	LINE
-0.08363878	9.396879889	1.45E-08	1.08E-07	MMETn-int	678.293027	642.8022102	AL_ATAC_TCDD_F	TCDD	F	MMETn-int	LTR
-0.278144624	4.828176069	1.63E-08	1.21E-07	LTRIS6	28.80749651	23.95100915	AL_ATAC_TCDD_F	TCDD	F	LTRIS6	LTR
-0.400188002	3.740836861	1.66E-08	1.23E-07	RLTR30D_RN	13.60072893	10.36561788	AL_ATAC_TCDD_F	TCDD	F	RLTR30D_RN	LTR
-0.182117059	6.153458161	1.77E-08	1.30E-07	ERVB7_3-LTR_MM	71.71083608	62.07464139	AL_ATAC_TCDD_F	TCDD	F	ERVB7_3-LTR_MM	LTR
0.088058513	12.93538568	1.95E-08	1.42E-07	B1_Mur1	7775.690659	8273.925141	AL_ATAC_TCDD_F	TCDD	F	B1_Mur1	SINE
-0.09596271	7.962423657	2.08E-08	1.50E-07	MTEb-int	251.9921912	232.0319435	AL_ATAC_TCDD_F	TCDD	F	MTEb-int	LTR
0.057742887	10.94143162	2.14E-08	1.54E-07	MLT1C	1950.859957	2030.944987	AL_ATAC_TCDD_F	TCDD	F	MLT1C	LTR
-0.193158611	6.11452411	2.17E-08	1.55E-07	IAPEY3C_LTR	69.67204977	62.38562063	AL_ATAC_TCDD_F	TCDD	F	IAPEY3C_LTR	LTR
-0.077298652	10.75584086	2.30E-08	1.61E-07	MMERVK10C-int	1741.207499	1636.218468	AL_ATAC_TCDD_F	TCDD	F	MMERVK10C-int	LTR
-0.090587678	9.806478015	2.31E-08	1.61E-07	RMER17A	900.7658065	842.1524745	AL_ATAC_TCDD_F	TCDD	F	RMER17A	LTR
-0.095914525	11.27202388	2.41E-08	1.67E-07	Lx4B	2501.304201	2298.348086	AL_ATAC_TCDD_F	TCDD	F	Lx4B	LINE
0.099351569	12.30344875	3.01E-08	2.08E-07	PB1D9	5003.373903	5338.557809	AL_ATAC_TCDD_F	TCDD	F	PB1D9	SINE
0.137503407	7.538851239	3.41E-08	2.33E-07	LTR33A	182.9557355	200.7372661	AL_ATAC_TCDD_F	TCDD	F	LTR33A	LTR
0.116482774	8.324630003	3.41E-08	2.33E-07	RLTR26C_MM	314.9604391	348.3259415	AL_ATAC_TCDD_F	TCDD	F	RLTR26C_MM	LTR
0.192909259	6.319042513	5.28E-08	3.58E-07	MER91B	78.59266169	86.74841573	AL_ATAC_TCDD_F	TCDD	F	MER91B	DNA
0.117161608	7.4272876	6.04E-08	4.06E-07	Charlie1b	170.0879867	182.5179948	AL_ATAC_TCDD_F	TCDD	F	Charlie1b	DNA
-0.068601731	9.29837757	6.06E-08	4.06E-07	RMER20B	632.8667438	604.6646096	AL_ATAC_TCDD_F	TCDD	F	RMER20B	LTR
0.062063784	9.629665407	7.21E-08	4.80E-07	MER21C	787.5141369	821.7891611	AL_ATAC_TCDD_F	TCDD	F	MER21C	LTR
0.276375036	4.096450804	8.51E-08	5.63E-07	MER70-int	16.41504675	19.89460116	AL_ATAC_TCDD_F	TCDD	F	MER70-int	LTR
0.228963935	7.78315477	8.99E-08	5.92E-07	IAPEY4_LTR	217.5509754	255.2587652	AL_ATAC_TCDD_F	TCDD	F	IAPEY4_LTR	LTR
0.144215229	7.330919798	9.11E-08	5.96E-07	MER117	159.0411355	176.4754983	AL_ATAC_TCDD_F	TCDD	F	MER117	DNA
0.130297331	8.149071246	1.01E-07	6.60E-07	RLTR12D	279.7707041	307.5799549	AL_ATAC_TCDD_F	TCDD	F	RLTR12D	LTR
0.133877097	7.370724278	1.23E-07	7.93E-07	RLTR30	164.4931159	179.897247	AL_ATAC_TCDD_F	TCDD	F	RLTR30	LTR
0.114206386	7.693479755	1.26E-07	8.12E-07	MER89	204.3908503	222.7194059	AL_ATAC_TCDD_F	TCDD	F	MER89	LTR
-0.075782686	9.356425859	1.35E-07	8.62E-07	ORR1A1-int	660.8968515	624.0708697	AL_ATAC_TCDD_F	TCDD	F	ORR1A1-int	LTR
-0.093908042	9.076958291	1.41E-07	8.94E-07	BGLII	545.2644661	514.0234638	AL_ATAC_TCDD_F	TCDD	F	BGLII	LTR
0.163762399	5.885944631	1.41E-07	8.94E-07	Charlie15b	58.04896017	66.22884437	AL_ATAC_TCDD_F	TCDD	F	Charlie15b	DNA
0.080657804	9.009808986	1.52E-07	9.52E-07	MER3	510.7785222	530.7591665	AL_ATAC_TCDD_F	TCDD	F	MER3	DNA
0.17250747	6.969614616	1.52E-07	9.52E-07	RLTR19B	124.2071899	138.8266398	AL_ATAC_TCDD_F	TCDD	F	RLTR19B	LTR
0.096599206	8.148730598	1.97E-07	1.23E-06	RLTR12E	281.1768612	298.8576122	AL_ATAC_TCDD_F	TCDD	F	RLTR12E	LTR
