subfamily	sex	group	Freq	Fraction	Ratio
MTE2b-int	M	MU_PM2.5	1	0.001287001	6.427414479
MTEa	M	MU_PM2.5	6	0.007722008	1.418523798
MuRRS4-int	M	MU_PM2.5	1	0.001287001	1.725146119
MYSERV-int	M	MU_PM2.5	1	0.001287001	3.199013607
MYSERV6-int	M	MU_PM2.5	2	0.002574003	2.857461979
ORR1A1	M	MU_PM2.5	1	0.001287001	1.073348637
ORR1A2	M	MU_PM2.5	4	0.005148005	1.272044629
ORR1A2-int	M	MU_PM2.5	2	0.002574003	4.380760137
ORR1A4	M	MU_PM2.5	2	0.002574003	1.21500616
ORR1B1	M	MU_PM2.5	2	0.002574003	0.548023927
ORR1B1-int	M	MU_PM2.5	1	0.001287001	1.578881313
ORR1B2	M	MU_PM2.5	3	0.003861004	1.668718853
ORR1C1-int	M	MU_PM2.5	2	0.002574003	11.59216528
ORR1C2	M	MU_PM2.5	2	0.002574003	0.763593675
ORR1D1	M	MU_PM2.5	5	0.006435006	1.099023838
ORR1D2	M	MU_PM2.5	4	0.005148005	1.260017966
ORR1E	M	MU_PM2.5	6	0.007722008	1.255442346
ORR1E-int	M	MU_PM2.5	3	0.003861004	9.887664534
ORR1F	M	MU_PM2.5	9	0.011583012	1.864050767
ORR1G	M	MU_PM2.5	2	0.002574003	2.034346763
PB1	M	MU_PM2.5	4	0.005148005	1.612010148
PB1D10	M	MU_PM2.5	8	0.01029601	0.57521755
PB1D11	M	MU_PM2.5	1	0.001287001	0.249920387
PB1D9	M	MU_PM2.5	4	0.005148005	0.638468235
RLTR12D	M	MU_PM2.5	1	0.001287001	6.746129246
RLTR13C2	M	MU_PM2.5	1	0.001287001	5.616616781
RLTR13D2	M	MU_PM2.5	4	0.005148005	71.76102319
RLTR13D6	M	MU_PM2.5	1	0.001287001	5.858480661
RLTR13E	M	MU_PM2.5	1	0.001287001	7.811307548
RLTR13G	M	MU_PM2.5	1	0.001287001	5.289081893
RLTR14	M	MU_PM2.5	1	0.001287001	1.990930826
RLTR14_RN	M	MU_PM2.5	1	0.001287001	4.095058389
RLTR14-int	M	MU_PM2.5	1	0.001287001	2.58180803
RLTR19B	M	MU_PM2.5	1	0.001287001	20.75292302
RLTR1C	M	MU_PM2.5	1	0.001287001	6.609567925
RLTR20A3_MM	M	MU_PM2.5	1	0.001287001	5.300530122
RLTR20A4	M	MU_PM2.5	1	0.001287001	0.407733086
RLTR20B1	M	MU_PM2.5	1	0.001287001	7.181363391
RLTR20B3	M	MU_PM2.5	1	0.001287001	4.782900227
RLTR20C2_MM	M	MU_PM2.5	1	0.001287001	1.291244353
RLTR22_Mur	M	MU_PM2.5	1	0.001287001	1.843315707
RLTR25A	M	MU_PM2.5	2	0.002574003	5.207538365
RLTR25B	M	MU_PM2.5	2	0.002574003	2.524582388
RLTR26_Mus	M	MU_PM2.5	1	0.001287001	4.273725857
RLTR26B_MM	M	MU_PM2.5	1	0.001287001	9.240924213
RLTR26C_MM	M	MU_PM2.5	1	0.001287001	10.31092596
RLTR28	M	MU_PM2.5	2	0.002574003	4.875748962
RLTR30	M	MU_PM2.5	2	0.002574003	23.4901191
RLTR30E_MM	M	MU_PM2.5	3	0.003861004	44.52445302
RLTR31D_MM	M	MU_PM2.5	2	0.002574003	1.155251759
RLTR33	M	MU_PM2.5	1	0.001287001	3.51845534
RLTR40	M	MU_PM2.5	1	0.001287001	1.75859599
RLTR41	M	MU_PM2.5	1	0.001287001	4.24777956
RLTR44-int	M	MU_PM2.5	1	0.001287001	7.309984825
RLTR44A	M	MU_PM2.5	1	0.001287001	18.69347264
RLTR48A	M	MU_PM2.5	2	0.002574003	14.81903126
RLTR50A	M	MU_PM2.5	1	0.001287001	55.65556628
RLTR51B_Mm	M	MU_PM2.5	1	0.001287001	7.067373496
RLTR53_Mm	M	MU_PM2.5	1	0.001287001	9.660137737
RLTR6B_Mm	M	MU_PM2.5	4	0.005148005	29.2399393
RLTR6C_Mm	M	MU_PM2.5	1	0.001287001	47.09317147
RLTR9D	M	MU_PM2.5	1	0.001287001	5.830583134
RLTR9E	M	MU_PM2.5	1	0.001287001	3.603892445
RMER10A	M	MU_PM2.5	3	0.003861004	3.144920697
RMER10B	M	MU_PM2.5	2	0.002574003	3.137533525
RMER12C	M	MU_PM2.5	1	0.001287001	0.946047872
RMER13A	M	MU_PM2.5	1	0.001287001	4.704793307
RMER13A1	M	MU_PM2.5	1	0.001287001	4.345776249
RMER13B	M	MU_PM2.5	1	0.001287001	2.230277702
RMER15	M	MU_PM2.5	11	0.014157014	2.888872763
RMER15-int	M	MU_PM2.5	5	0.006435006	7.572185889
RMER17A	M	MU_PM2.5	4	0.005148005	10.12965839
RMER17A2	M	MU_PM2.5	2	0.002574003	3.59463474
RMER17B	M	MU_PM2.5	4	0.005148005	6.478425705
RMER17C	M	MU_PM2.5	4	0.005148005	2.882265607
RMER17D	M	MU_PM2.5	1	0.001287001	4.067848698
RMER17D2	M	MU_PM2.5	1	0.001287001	2.688084431
RMER19B	M	MU_PM2.5	8	0.01029601	6.608453139
RMER19B2	M	MU_PM2.5	1	0.001287001	2.062185193
RMER19C	M	MU_PM2.5	2	0.002574003	3.487141212
RMER20A	M	MU_PM2.5	3	0.003861004	9.211955798
RMER21A	M	MU_PM2.5	1	0.001287001	6.764764962
RMER30	M	MU_PM2.5	1	0.001287001	1.328367191
RMER4A	M	MU_PM2.5	1	0.001287001	1.400540415
RMER4B	M	MU_PM2.5	1	0.001287001	0.907315641
RMER5	M	MU_PM2.5	1	0.001287001	0.638718027
RMER6A	M	MU_PM2.5	5	0.006435006	5.807078293
RMER6BA	M	MU_PM2.5	1	0.001287001	4.782900227
RMER6C	M	MU_PM2.5	1	0.001287001	0.988832997
RSINE1	M	MU_PM2.5	24	0.030888031	0.972551803
Tigger15a	M	MU_PM2.5	1	0.001287001	6.840348928
Tigger16a	M	MU_PM2.5	1	0.001287001	16.38023355
Tigger17a	M	MU_PM2.5	1	0.001287001	5.266333153
Tigger5b	M	MU_PM2.5	1	0.001287001	1.972488857
Tigger7	M	MU_PM2.5	1	0.001287001	0.936639861
Tigger8	M	MU_PM2.5	1	0.001287001	39.49749865
URR1B	M	MU_PM2.5	1	0.001287001	0.279692184
Zaphod	M	MU_PM2.5	1	0.001287001	6.556479026
AmnSINE1	F	WK_TBT	2	0.00407332	11.24078223
B1_Mur1	F	WK_TBT	4	0.00814664	0.772098657
B1_Mur2	F	WK_TBT	2	0.00407332	0.459875951
B1_Mur3	F	WK_TBT	2	0.00407332	0.595758434
B1_Mur4	F	WK_TBT	1	0.00203666	0.179227623
B1_Mus1	F	WK_TBT	9	0.018329939	0.695543576
B1_Mus2	F	WK_TBT	3	0.00610998	0.310418109
B1F	F	WK_TBT	2	0.00407332	0.327046832
B1F1	F	WK_TBT	1	0.00203666	0.375327813
B2_Mm1a	F	WK_TBT	2	0.00407332	0.793257187
B2_Mm1t	F	WK_TBT	1	0.00203666	0.315228346
B2_Mm2	F	WK_TBT	9	0.018329939	0.732801838
B3	F	WK_TBT	23	0.046843177	1.142558294
B3A	F	WK_TBT	10	0.020366599	0.796870242
B4	F	WK_TBT	7	0.014256619	0.814203491
B4A	F	WK_TBT	15	0.030549898	1.047178799
BGLII_Mur	F	WK_TBT	1	0.00203666	12.18635118
Charlie1	F	WK_TBT	2	0.00407332	15.24192596
ERVB7_2B-LTR_MM	F	WK_TBT	1	0.00203666	10.47367479
ERVB7_4-LTR_MM	F	WK_TBT	1	0.00203666	41.89469918
ERVL-B4-int	F	WK_TBT	1	0.00203666	5.454271181
ERVL-E-int	F	WK_TBT	1	0.00203666	7.243476026
IAPEy-int	F	WK_TBT	1	0.00203666	10.07869876
IAPEY4_I-int	F	WK_TBT	1	0.00203666	14.09185336
ID	F	WK_TBT	1	0.00203666	0.921036167
ID_B1	F	WK_TBT	19	0.038696538	1.259363285
ID4	F	WK_TBT	1	0.00203666	0.311328353
ID4_	F	WK_TBT	3	0.00610998	0.845203855
L1_Mur3	F	WK_TBT	3	0.00610998	0.828371443
L1_Mus1	F	WK_TBT	2	0.00407332	0.567803615
L1_Mus2	F	WK_TBT	1	0.00203666	0.367010103
L1_Mus3	F	WK_TBT	1	0.00203666	0.159639945
L1_Mus4	F	WK_TBT	1	0.00203666	0.651797103
L1M2	F	WK_TBT	1	0.00203666	0.409408872
L1M5	F	WK_TBT	1	0.00203666	0.45677271
L1MA4	F	WK_TBT	1	0.00203666	1.016195011
L1MA7	F	WK_TBT	1	0.00203666	2.346509037
L1MB2	F	WK_TBT	1	0.00203666	2.587819482
L1MB3	F	WK_TBT	1	0.00203666	1.407138589
L1MB4	F	WK_TBT	1	0.00203666	2.784951257
L1MB5	F	WK_TBT	1	0.00203666	2.002200813
L1MB7	F	WK_TBT	2	0.00407332	2.171926397
L1MB8	F	WK_TBT	2	0.00407332	2.512731188
L1MC1	F	WK_TBT	2	0.00407332	2.709498112
L1MC2	F	WK_TBT	1	0.00203666	3.38302896
L1MC3	F	WK_TBT	1	0.00203666	1.433158164
L1MC4	F	WK_TBT	4	0.00814664	5.411429114
L1MC5a	F	WK_TBT	1	0.00203666	2.924724282
L1MCc	F	WK_TBT	1	0.00203666	14.43299692
L1Md_F	F	WK_TBT	1	0.00203666	1.924638527
L1Md_F2	F	WK_TBT	1	0.00203666	0.119249767
L1MD2	F	WK_TBT	1	0.00203666	2.357213914
L1MEc	F	WK_TBT	3	0.00610998	4.244534145
L1MEf	F	WK_TBT	1	0.00203666	2.432680273
L1VL4	F	WK_TBT	3	0.00610998	3.810481489
L2	F	WK_TBT	2	0.00407332	0.850210547
L2a	F	WK_TBT	5	0.010183299	1.545467467
L2b	F	WK_TBT	1	0.00203666	0.545888107
L2c	F	WK_TBT	4	0.00814664	2.439187836
L3	F	WK_TBT	2	0.00407332	1.54239191
L4_A_Mam	F	WK_TBT	1	0.00203666	11.97916437
LTR16A1	F	WK_TBT	1	0.00203666	11.58523071
LTR16B1	F	WK_TBT	1	0.00203666	25.57927178
LTR16C	F	WK_TBT	1	0.00203666	5.636741344
LTR16E1	F	WK_TBT	1	0.00203666	14.70686783
LTR33	F	WK_TBT	2	0.00407332	10.32714104
LTR33A_	F	WK_TBT	1	0.00203666	16.01346973
LTR41	F	WK_TBT	1	0.00203666	14.762894
LTR53	F	WK_TBT	1	0.00203666	33.26403154
LTR55	F	WK_TBT	1	0.00203666	47.25926432
LTR83	F	WK_TBT	1	0.00203666	46.13404374
LTR84a	F	WK_TBT	1	0.00203666	56.57313393
LTR88a	F	WK_TBT	1	0.00203666	119.2387592
LTRIS_Mus	F	WK_TBT	5	0.010183299	40.15813134
Lx	F	WK_TBT	1	0.00203666	0.307413904
Lx2B	F	WK_TBT	2	0.00407332	2.439187836
Lx3C	F	WK_TBT	1	0.00203666	1.167422706
Lx4A	F	WK_TBT	1	0.00203666	0.709105155
Lx5	F	WK_TBT	2	0.00407332	0.923230417
Lx5b	F	WK_TBT	1	0.00203666	0.941053831
Lx7	F	WK_TBT	1	0.00203666	0.188563349
Lx8	F	WK_TBT	14	0.028513238	2.148573737
Lx8b	F	WK_TBT	4	0.00814664	1.259121005
Lx9	F	WK_TBT	2	0.00407332	0.311103414
MamGypLTR1a	F	WK_TBT	1	0.00203666	53.82305103
MER103C	F	WK_TBT	1	0.00203666	7.078099861
MER2	F	WK_TBT	1	0.00203666	0.73478568
MER20	F	WK_TBT	3	0.00610998	3.770319125
MER21-int	F	WK_TBT	1	0.00203666	69.20106561
MER21C	F	WK_TBT	1	0.00203666	3.322125739
MER57C2	F	WK_TBT	1	0.00203666	18.27952676
MER5A	F	WK_TBT	2	0.00407332	1.672172459
MER90a	F	WK_TBT	1	0.00203666	11.58523071
MERV1_I-int	F	WK_TBT	2	0.00407332	10.89321061
MERV1_LTR	F	WK_TBT	2	0.00407332	24.56582995
MIR	F	WK_TBT	3	0.00610998	0.577076294
MIR3	F	WK_TBT	3	0.00610998	1.391225875
MIRb	F	WK_TBT	8	0.016293279	1.423582936
MIRc	F	WK_TBT	6	0.012219959	1.933842728
MLT1B	F	WK_TBT	1	0.00203666	0.809538265
MLT1C	F	WK_TBT	3	0.00610998	2.946592073
MLT1D	F	WK_TBT	2	0.00407332	1.811503879
MLT1E2	F	WK_TBT	3	0.00610998	12.47401183
MLT1F2	F	WK_TBT	1	0.00203666	3.279948941
MLT1J	F	WK_TBT	1	0.00203666	2.548674564
MLT1J-int	F	WK_TBT	1	0.00203666	15.10822485
MLT1J2	F	WK_TBT	1	0.00203666	6.745447649
MLT1K	F	WK_TBT	2	0.00407332	5.47546404
MLT1N2	F	WK_TBT	1	0.00203666	10.88556088
MLT2B1	F	WK_TBT	2	0.00407332	9.265414642
MLT2B5	F	WK_TBT	1	0.00203666	16.99675296
MLT2F	F	WK_TBT	2	0.00407332	25.62155156
MLTR14	F	WK_TBT	3	0.00610998	3.269341682
MLTR18C_MM	F	WK_TBT	1	0.00203666	16.14691531
MLTR25A	F	WK_TBT	1	0.00203666	3.42488703
MLTR25C	F	WK_TBT	1	0.00203666	14.93356329
MMERGLN_LTR	F	WK_TBT	1	0.00203666	16.56093878
MMVL30-int	F	WK_TBT	1	0.00203666	7.781645932
MT2A	F	WK_TBT	1	0.00203666	0.742386911
MT2B	F	WK_TBT	1	0.00203666	0.523047601
MTB_Mm	F	WK_TBT	1	0.00203666	1.522695353
MTC	F	WK_TBT	6	0.012219959	1.633063495
MTC-int	F	WK_TBT	1	0.00203666	2.136895326
MTD	F	WK_TBT	32	0.065173116	4.65662716
MTE-int	F	WK_TBT	2	0.00407332	3.031098689
MTE2b	F	WK_TBT	2	0.00407332	1.044122235
MTEa	F	WK_TBT	4	0.00814664	1.496528161
MTEa-int	F	WK_TBT	3	0.00610998	16.30544042
MTEb	F	WK_TBT	2	0.00407332	1.384639455
MuLV-int	F	WK_TBT	1	0.00203666	19.04304508
MurERV4-int	F	WK_TBT	1	0.00203666	4.654966576
MuRRS4-int	F	WK_TBT	1	0.00203666	2.730017382
ORR1A4	F	WK_TBT	1	0.00203666	0.961364345
ORR1A4-int	F	WK_TBT	1	0.00203666	5.579927537
ORR1B1	F	WK_TBT	3	0.00610998	1.300859239
ORR1B1-int	F	WK_TBT	2	0.00407332	4.997111121
ORR1B2	F	WK_TBT	2	0.00407332	1.760481397
ORR1C1	F	WK_TBT	2	0.00407332	2.019153145
ORR1C1-int	F	WK_TBT	1	0.00203666	9.172212246
ORR1D1	F	WK_TBT	4	0.00814664	1.391350749
ORR1D2	F	WK_TBT	9	0.018329939	4.486408164
ORR1E	F	WK_TBT	4	0.00814664	1.324478891
ORR1F	F	WK_TBT	4	0.00814664	1.311036385
PB1	F	WK_TBT	4	0.00814664	2.550981436
PB1D10	F	WK_TBT	2	0.00407332	0.227568247
PB1D11	F	WK_TBT	1	0.00203666	0.395495196
PB1D7	F	WK_TBT	2	0.00407332	0.604847772
PB1D9	F	WK_TBT	1	0.00203666	0.252591557
RCHARR1	F	WK_TBT	2	0.00407332	2.187558382
Ricksha_c	F	WK_TBT	1	0.00203666	17.94101701
RLTR11D	F	WK_TBT	1	0.00203666	14.16913958
RLTR12B	F	WK_TBT	4	0.00814664	33.26403154
RLTR12G	F	WK_TBT	1	0.00203666	31.63477285
RLTR13D3	F	WK_TBT	1	0.00203666	20.83472943
RLTR13D3A	F	WK_TBT	1	0.00203666	46.97284453
RLTR14	F	WK_TBT	1	0.00203666	3.150617621
RLTR18B	F	WK_TBT	3	0.00610998	21.97689796
RLTR19-int	F	WK_TBT	3	0.00610998	9.111112087
RLTR19B	F	WK_TBT	1	0.00203666	32.84118368
RLTR19D	F	WK_TBT	1	0.00203666	112.3263674
RLTR20A2B_MM	F	WK_TBT	1	0.00203666	16.92253133
RLTR20C1_MM	F	WK_TBT	1	0.00203666	1.332391155
RLTR25A	F	WK_TBT	2	0.00407332	8.240849918
RLTR26_Mus	F	WK_TBT	1	0.00203666	6.763105889
RLTR26C_MM	F	WK_TBT	1	0.00203666	16.31688284
RLTR30	F	WK_TBT	2	0.00407332	37.17275467
RLTR30E_MM	F	WK_TBT	1	0.00203666	23.48642227
RLTR40	F	WK_TBT	1	0.00203666	2.782951292
RLTR41A2	F	WK_TBT	1	0.00203666	16.8489551
RLTR44C	F	WK_TBT	1	0.00203666	37.44212246
RLTR45	F	WK_TBT	2	0.00407332	9.498185476
RLTR53_Mm	F	WK_TBT	1	0.00203666	15.28702041
RLTR6B_Mm	F	WK_TBT	1	0.00203666	11.56793933
RLTR9E	F	WK_TBT	2	0.00407332	11.40620949
RLTRETN_Mm	F	WK_TBT	1	0.00203666	5.416156078
RMER10A	F	WK_TBT	2	0.00407332	3.31785931
RMER13A2	F	WK_TBT	1	0.00203666	5.006795445
RMER15	F	WK_TBT	4	0.00814664	1.662398916
RMER16A3	F	WK_TBT	2	0.00407332	20.31590917
RMER17A2	F	WK_TBT	1	0.00203666	2.844227284
RMER17B	F	WK_TBT	1	0.00203666	2.56300243
RMER17C-int	F	WK_TBT	1	0.00203666	3.789985011
RMER17D	F	WK_TBT	1	0.00203666	6.437308429
RMER17D2	F	WK_TBT	1	0.00203666	4.253852551
RMER19A	F	WK_TBT	1	0.00203666	3.499105801
RMER19B	F	WK_TBT	5	0.010183299	6.536110093
RMER19B2	F	WK_TBT	3	0.00610998	9.790129703
RMER19C	F	WK_TBT	2	0.00407332	5.518347703
RMER20A	F	WK_TBT	2	0.00407332	9.718519559
RMER20C_Mm	F	WK_TBT	1	0.00203666	4.737481264
RMER6-int	F	WK_TBT	1	0.00203666	12.50083766
RMER6A	F	WK_TBT	1	0.00203666	1.837922539
RMER6B	F	WK_TBT	1	0.00203666	5.378569985
RMER6C	F	WK_TBT	2	0.00407332	3.129626226
RMER6D	F	WK_TBT	1	0.00203666	3.107666138
RSINE1	F	WK_TBT	21	0.042769857	1.346667326
Tigger15a	F	WK_TBT	1	0.00203666	10.82474769
Tigger19a	F	WK_TBT	1	0.00203666	9.761359381
Zaphod3	F	WK_TBT	1	0.00203666	16.4904667
AmnSINE1	M	WK_TBT	1	0.001510574	4.168598244
Arthur1B	M	WK_TBT	1	0.001510574	9.241956558
B1_Mur1	M	WK_TBT	6	0.009063444	0.858988914
B1_Mur2	M	WK_TBT	3	0.004531722	0.511629363
B1_Mur3	M	WK_TBT	3	0.004531722	0.662803756
B1_Mur4	M	WK_TBT	5	0.00755287	0.664658332
B1_Mus1	M	WK_TBT	5	0.00755287	0.286599443
B1_Mus2	M	WK_TBT	1	0.001510574	0.07674486
B1F	M	WK_TBT	6	0.009063444	0.727703903
B1F1	M	WK_TBT	2	0.003021148	0.556755155
B1F2	M	WK_TBT	2	0.003021148	0.660556964
B2_Mm2	M	WK_TBT	20	0.03021148	1.20780699
B3	M	WK_TBT	48	0.072507553	1.768541565
B3A	M	WK_TBT	29	0.043806647	1.713993259
B4	M	WK_TBT	7	0.010574018	0.603888088
B4A	M	WK_TBT	30	0.045317221	1.553367946
BGLII_B2	M	WK_TBT	1	0.001510574	14.22895292
BLACKJACK	M	WK_TBT	1	0.001510574	7.842424255
Charlie10	M	WK_TBT	1	0.001510574	15.2480026
Cheshire	M	WK_TBT	1	0.001510574	5.038121804
ERV3-16A3_LTR	M	WK_TBT	1	0.001510574	19.29025832
ERVB7_1-LTR_MM	M	WK_TBT	1	0.001510574	7.088159037
ERVB7_2B-LTR_MM	M	WK_TBT	1	0.001510574	7.768239161
HAL1	M	WK_TBT	2	0.003021148	3.175088086
IAP1-MM_LTR	M	WK_TBT	2	0.003021148	26.42987117
ID	M	WK_TBT	1	0.001510574	0.683125012
ID_B1	M	WK_TBT	27	0.040785498	1.327347676
ID4	M	WK_TBT	2	0.003021148	0.4618194
ID4_	M	WK_TBT	3	0.004531722	0.626880805
Kanga1a	M	WK_TBT	1	0.001510574	29.78495844
L1_Mur2	M	WK_TBT	1	0.001510574	0.266912615
L1_Mur3	M	WK_TBT	4	0.006042296	0.819195123
L1_Mus1	M	WK_TBT	2	0.003021148	0.42113531
L1_Mus2	M	WK_TBT	1	0.001510574	0.272208399
L1_Mus3	M	WK_TBT	2	0.003021148	0.236807291
L1M2	M	WK_TBT	2	0.003021148	0.607310441
L1M4	M	WK_TBT	3	0.004531722	1.209361216
L1M4b	M	WK_TBT	1	0.001510574	2.581273902
L1M4c	M	WK_TBT	1	0.001510574	2.73607662
L1M5	M	WK_TBT	1	0.001510574	0.338784593
L1MA4	M	WK_TBT	1	0.001510574	0.75370355
L1MA5	M	WK_TBT	1	0.001510574	1.133602244
L1MB3	M	WK_TBT	1	0.001510574	1.043663213
L1MB4	M	WK_TBT	1	0.001510574	2.06557563
L1MB5	M	WK_TBT	1	0.001510574	1.485016011
L1MC1	M	WK_TBT	2	0.003021148	2.009612648
L1MC3	M	WK_TBT	2	0.003021148	2.125923439
L1MC4a	M	WK_TBT	1	0.001510574	1.834236432
L1MC5	M	WK_TBT	1	0.001510574	1.618383158
L1MC5a	M	WK_TBT	2	0.003021148	4.338488286
L1MCa	M	WK_TBT	1	0.001510574	1.582300297
L1Md_A	M	WK_TBT	1	0.001510574	0.340611304
L1Md_F	M	WK_TBT	1	0.001510574	1.427488696
L1Md_F2	M	WK_TBT	5	0.00755287	0.442232897
L1Md_T	M	WK_TBT	1	0.001510574	0.241919745
L1MD1	M	WK_TBT	1	0.001510574	2.484225142
L1MD2	M	WK_TBT	1	0.001510574	1.748326332
L1MD3	M	WK_TBT	1	0.001510574	2.263187787
L1ME2	M	WK_TBT	1	0.001510574	2.133814766
L1ME4b	M	WK_TBT	1	0.001510574	3.062598284
L1MEc	M	WK_TBT	1	0.001510574	1.049378784
L1VL2	M	WK_TBT	1	0.001510574	1.222304269
L2	M	WK_TBT	5	0.00755287	1.576485569
L2a	M	WK_TBT	5	0.00755287	1.146260614
L2b	M	WK_TBT	9	0.013595166	3.643926807
L3	M	WK_TBT	2	0.003021148	1.143979498
LFSINE_Vert	M	WK_TBT	1	0.001510574	4.551462374
LTR10_RN	M	WK_TBT	1	0.001510574	10.04981989
LTR102_Mam	M	WK_TBT	1	0.001510574	24.35803805
LTR16A1	M	WK_TBT	2	0.003021148	17.18534224
LTR16C	M	WK_TBT	1	0.001510574	4.180725076
LTR40b	M	WK_TBT	1	0.001510574	9.86020065
LTR41	M	WK_TBT	3	0.004531722	32.84855416
LTR41B	M	WK_TBT	4	0.006042296	75.8877489
LTR72_RN	M	WK_TBT	1	0.001510574	5.602823566
LTR78	M	WK_TBT	1	0.001510574	9.677604342
LTR78B	M	WK_TBT	1	0.001510574	13.91887888
LTR85a	M	WK_TBT	1	0.001510574	24.05228861
Lx	M	WK_TBT	2	0.003021148	0.45601277
Lx10	M	WK_TBT	1	0.001510574	0.53624039
Lx2	M	WK_TBT	1	0.001510574	0.303286746
Lx2B	M	WK_TBT	1	0.001510574	0.904562861
Lx3_Mus	M	WK_TBT	2	0.003021148	0.891308935
Lx4A	M	WK_TBT	2	0.003021148	1.051875019
Lx5	M	WK_TBT	1	0.001510574	0.342376235
Lx5b	M	WK_TBT	2	0.003021148	1.3959439
Lx5c	M	WK_TBT	2	0.003021148	0.682395178
Lx7	M	WK_TBT	4	0.006042296	0.559423592
Lx8	M	WK_TBT	5	0.00755287	0.569135577
Lx8b	M	WK_TBT	3	0.004531722	0.700409834
Lx9	M	WK_TBT	4	0.006042296	0.461485729
MamGypLTR3	M	WK_TBT	1	0.001510574	54.23110357
MamRep434	M	WK_TBT	1	0.001510574	10.97041408
MamSINE1	M	WK_TBT	1	0.001510574	12.88900668
MER20	M	WK_TBT	1	0.001510574	0.932138313
MER21C	M	WK_TBT	1	0.001510574	2.463993561
MER3	M	WK_TBT	1	0.001510574	1.885989822
MER44B	M	WK_TBT	1	0.001510574	3.842578194
MER46C	M	WK_TBT	1	0.001510574	7.105682298
MER58A	M	WK_TBT	1	0.001510574	1.513957593
MER5A	M	WK_TBT	3	0.004531722	1.860355009
MER67A	M	WK_TBT	1	0.001510574	30.74062556
MER68	M	WK_TBT	1	0.001510574	8.776331265
MER74A	M	WK_TBT	1	0.001510574	7.603831983
MER88	M	WK_TBT	1	0.001510574	92.71769321
MER90a	M	WK_TBT	3	0.004531722	25.77801336
MER96B	M	WK_TBT	1	0.001510574	13.39975986
MERV1_I-int	M	WK_TBT	1	0.001510574	4.039702726
MERV1_LTR	M	WK_TBT	2	0.003021148	18.22027569
MERVL_2A-int	M	WK_TBT	2	0.003021148	2.773701799
MIR	M	WK_TBT	13	0.019637462	1.854722047
MIR3	M	WK_TBT	3	0.004531722	1.031860883
MIRb	M	WK_TBT	10	0.01510574	1.319824814
MIRc	M	WK_TBT	7	0.010574018	1.67336794
MLT1A0	M	WK_TBT	3	0.004531722	1.621121539
MLT1A1	M	WK_TBT	4	0.006042296	2.490413508
MLT1B	M	WK_TBT	4	0.006042296	2.40171171
MLT1C	M	WK_TBT	5	0.00755287	3.642438841
MLT1D	M	WK_TBT	4	0.006042296	2.687155302
MLT1E2	M	WK_TBT	2	0.003021148	6.167915213
MLT1E3	M	WK_TBT	1	0.001510574	5.50622316
MLT1F1	M	WK_TBT	1	0.001510574	3.473412072
MLT1G	M	WK_TBT	1	0.001510574	6.234812341
MLT1G1	M	WK_TBT	1	0.001510574	5.155602672
MLT1G3	M	WK_TBT	1	0.001510574	5.211692637
MLT1H	M	WK_TBT	1	0.001510574	2.438904106
MLT1H1	M	WK_TBT	1	0.001510574	5.657969467
MLT1H2	M	WK_TBT	1	0.001510574	5.485207041
MLT1J	M	WK_TBT	1	0.001510574	1.890331134
MLT1K	M	WK_TBT	1	0.001510574	2.030553507
MLT1O	M	WK_TBT	1	0.001510574	10.4708506
MLT2B1	M	WK_TBT	1	0.001510574	3.436041231
MLT2B2	M	WK_TBT	1	0.001510574	4.171623352
MLT2B3	M	WK_TBT	1	0.001510574	3.791884551
MLT2B4	M	WK_TBT	2	0.003021148	6.019368564
MLT2B5	M	WK_TBT	1	0.001510574	12.60635302
MLT2C1	M	WK_TBT	1	0.001510574	6.43728665
MLT2C2	M	WK_TBT	1	0.001510574	8.736317597
MLTR11A	M	WK_TBT	2	0.003021148	5.283545017
MLTR18B_MM	M	WK_TBT	1	0.001510574	11.92634228
MMERGLN-int	M	WK_TBT	2	0.003021148	12.86017221
MMERVK9E_I-int	M	WK_TBT	1	0.001510574	3.479719721
MMVL30-int	M	WK_TBT	2	0.003021148	11.54316662
MT2B	M	WK_TBT	2	0.003021148	0.775880278
MTB	M	WK_TBT	1	0.001510574	0.860167137
MTC	M	WK_TBT	8	0.012084592	1.614973164
MTC-int	M	WK_TBT	4	0.006042296	6.33967133
MTD	M	WK_TBT	29	0.043806647	3.129990282
MTD-int	M	WK_TBT	1	0.001510574	2.200802825
MTE-int	M	WK_TBT	2	0.003021148	2.248141173
MTE2a	M	WK_TBT	4	0.006042296	1.469733967
MTE2b	M	WK_TBT	4	0.006042296	1.548833889
MTEa	M	WK_TBT	5	0.00755287	1.387453413
MTEa-int	M	WK_TBT	1	0.001510574	4.031204052
MTEb	M	WK_TBT	2	0.003021148	1.026975789
MuRRS4-int	M	WK_TBT	1	0.001510574	2.024831623
MYSERV-int	M	WK_TBT	1	0.001510574	3.754733494
MYSERV6-int	M	WK_TBT	1	0.001510574	1.67692444
ORR1A1	M	WK_TBT	2	0.003021148	2.519612965
ORR1A2	M	WK_TBT	3	0.004531722	1.119764362
ORR1A2-int	M	WK_TBT	1	0.001510574	2.570884159
ORR1A4	M	WK_TBT	2	0.003021148	1.426072185
ORR1B1	M	WK_TBT	2	0.003021148	0.643224458
ORR1B2	M	WK_TBT	1	0.001510574	0.652867346
ORR1C1-int	M	WK_TBT	1	0.001510574	6.802955005
ORR1D1	M	WK_TBT	3	0.004531722	0.773965126
