subfamily	sex	group	Freq	Fraction	Ratio
ORR1D2	M	WK_TBT	3	0.004531722	1.109177446
ORR1E	M	WK_TBT	6	0.009063444	1.473532784
ORR1F	M	WK_TBT	6	0.009063444	1.458577489
PB1	M	WK_TBT	3	0.004531722	1.419031592
PB1D10	M	WK_TBT	3	0.004531722	0.253178268
PB1D7	M	WK_TBT	2	0.003021148	0.448610659
PB1D9	M	WK_TBT	2	0.003021148	0.374690195
RCHARR1	M	WK_TBT	2	0.003021148	1.622494208
RLTR11C_MM	M	WK_TBT	1	0.001510574	6.337923902
RLTR13A	M	WK_TBT	1	0.001510574	25.21270605
RLTR13C2	M	WK_TBT	1	0.001510574	6.592313049
RLTR13D3A1	M	WK_TBT	1	0.001510574	8.567059581
RLTR13D4	M	WK_TBT	1	0.001510574	27.77051681
RLTR13D5	M	WK_TBT	1	0.001510574	7.388813597
RLTR13D6	M	WK_TBT	1	0.001510574	6.876192558
RLTR13E	M	WK_TBT	1	0.001510574	9.168256745
RLTR14	M	WK_TBT	1	0.001510574	2.33678739
RLTR14_RN	M	WK_TBT	1	0.001510574	4.806435601
RLTR16C_MM	M	WK_TBT	1	0.001510574	14.93116098
RLTR17	M	WK_TBT	1	0.001510574	3.202505281
RLTR18-int	M	WK_TBT	1	0.001510574	10.90796391
RLTR18B	M	WK_TBT	1	0.001510574	5.433361984
RLTR19-int	M	WK_TBT	2	0.003021148	4.505091676
RLTR19B	M	WK_TBT	2	0.003021148	48.71607609
RLTR1D	M	WK_TBT	1	0.001510574	17.63342632
RLTR20A2B_MM	M	WK_TBT	1	0.001510574	12.55130345
RLTR25A	M	WK_TBT	1	0.001510574	3.056085582
RLTR26_Mus	M	WK_TBT	1	0.001510574	5.01614047
RLTR28	M	WK_TBT	1	0.001510574	2.861372314
RLTR30	M	WK_TBT	3	0.004531722	41.35609337
RLTR30B_MM	M	WK_TBT	1	0.001510574	19.4205979
RLTR30D_MM	M	WK_TBT	1	0.001510574	21.21216597
RLTR33	M	WK_TBT	1	0.001510574	4.12966737
RLTR40	M	WK_TBT	2	0.003021148	4.128184545
RLTR44-int	M	WK_TBT	1	0.001510574	8.579846237
RLTR48A	M	WK_TBT	3	0.004531722	26.09000142
RLTR51B_Mm	M	WK_TBT	1	0.001510574	8.295089436
RLTR6B_Mm	M	WK_TBT	1	0.001510574	8.579846237
RMER10A	M	WK_TBT	1	0.001510574	1.230414593
RMER15	M	WK_TBT	11	0.016616314	3.390716219
RMER15-int	M	WK_TBT	1	0.001510574	1.777519165
RMER16-int	M	WK_TBT	1	0.001510574	2.046456739
RMER17A	M	WK_TBT	2	0.003021148	5.944671126
RMER17B	M	WK_TBT	2	0.003021148	3.801915991
RMER17C	M	WK_TBT	1	0.001510574	0.845740324
RMER17D2	M	WK_TBT	1	0.001510574	3.155047738
RMER19A	M	WK_TBT	2	0.003021148	5.190516459
RMER19B	M	WK_TBT	11	0.016616314	10.66511499
RMER19B2	M	WK_TBT	1	0.001510574	2.420419781
RMER19C	M	WK_TBT	1	0.001510574	2.046456739
RMER20A	M	WK_TBT	1	0.001510574	3.604073341
RMER30	M	WK_TBT	3	0.004531722	4.677377526
RMER4A	M	WK_TBT	2	0.003021148	3.287673422
RMER5	M	WK_TBT	5	0.00755287	3.748367879
RMER6A	M	WK_TBT	2	0.003021148	2.726344311
RSINE1	M	WK_TBT	25	0.03776435	1.189062108
Tigger16a	M	WK_TBT	1	0.001510574	19.2257424
Tigger17	M	WK_TBT	1	0.001510574	17.85247509
Tigger7	M	WK_TBT	2	0.003021148	2.198698405
UCON29	M	WK_TBT	1	0.001510574	39.10542162
Zaphod	M	WK_TBT	2	0.003021148	15.39088883
AmnSINE1	F	ZB_As	9	0.005169443	14.26565671
B1_Mm	F	ZB_As	1	0.000574383	0.04840373
B1_Mur1	F	ZB_As	10	0.005743825	0.544371684
B1_Mur2	F	ZB_As	5	0.002871913	0.32423764
B1_Mur3	F	ZB_As	3	0.001723148	0.252025323
B1_Mur4	F	ZB_As	7	0.004020678	0.353822712
B1_Mus1	F	ZB_As	6	0.003446295	0.130772313
B1_Mus2	F	ZB_As	6	0.003446295	0.175089364
B1F	F	ZB_As	13	0.007466973	0.599523242
B1F1	F	ZB_As	4	0.00229753	0.423402542
B1F2	F	ZB_As	7	0.004020678	0.879098498
B2_Mm1a	F	ZB_As	1	0.000574383	0.11185792
B2_Mm1t	F	ZB_As	1	0.000574383	0.088901274
B2_Mm2	F	ZB_As	15	0.008615738	0.344443521
B3	F	ZB_As	71	0.04078116	0.994698816
B3A	F	ZB_As	45	0.025847214	1.011306605
B4	F	ZB_As	22	0.012636416	0.721672775
B4A	F	ZB_As	40	0.022975302	0.787539407
BGLII_B2	F	ZB_As	1	0.000574383	5.410434711
BLACKJACK	F	ZB_As	3	0.001723148	8.946039386
Charlie1	F	ZB_As	1	0.000574383	2.149277899
Charlie15b	F	ZB_As	2	0.001148765	15.8968409
Charlie19a	F	ZB_As	1	0.000574383	8.708428778
Charlie1a	F	ZB_As	4	0.00229753	3.138285173
Charlie24	F	ZB_As	1	0.000574383	5.662734775
Charlie25	F	ZB_As	1	0.000574383	7.096803971
CR1_Mam	F	ZB_As	1	0.000574383	8.156028445
ERV3-16A3_I-int	F	ZB_As	1	0.000574383	2.322864637
ERVB4_1-I_MM-int	F	ZB_As	1	0.000574383	7.359648563
ERVB7_2-LTR_MM	F	ZB_As	1	0.000574383	4.857368052
ERVB7_2B-LTR_MM	F	ZB_As	2	0.001148765	5.907609792
ERVL-B4-int	F	ZB_As	1	0.000574383	1.538223521
ERVL-E-int	F	ZB_As	1	0.000574383	2.042818339
ERVL-int	F	ZB_As	2	0.001148765	5.852250665
ETnERV-int	F	ZB_As	2	0.001148765	4.680547373
Eulor5A	F	ZB_As	2	0.001148765	52.67025598
HAL1	F	ZB_As	5	0.002871913	3.018248582
HAL1b	F	ZB_As	1	0.000574383	2.8535452
HAL1M8	F	ZB_As	2	0.001148765	5.939716367
HERVL74-int	F	ZB_As	1	0.000574383	14.28637662
IAPEY3-int	F	ZB_As	2	0.001148765	1.803478237
IAPEY4_LTR	F	ZB_As	4	0.00229753	76.69528502
IAPLTR1_Mm	F	ZB_As	2	0.001148765	2.844262359
IAPLTR2_Mm	F	ZB_As	3	0.001723148	4.541168192
IAPLTR3-int	F	ZB_As	3	0.001723148	3.538827237
ID	F	ZB_As	2	0.001148765	0.519504604
ID_B1	F	ZB_As	60	0.034462952	1.121582949
ID2	F	ZB_As	2	0.001148765	0.738451224
ID4	F	ZB_As	6	0.003446295	0.526808345
ID4_	F	ZB_As	5	0.002871913	0.397276558
Kanga1	F	ZB_As	1	0.000574383	6.354115184
L1_Mur2	F	ZB_As	2	0.001148765	0.202982367
L1_Mur3	F	ZB_As	5	0.002871913	0.389364713
L1_Mus1	F	ZB_As	2	0.001148765	0.160133013
L1_Mus3	F	ZB_As	8	0.00459506	0.360175592
L1_Mus4	F	ZB_As	1	0.000574383	0.183821009
L1_Rod	F	ZB_As	2	0.001148765	0.381302333
L1M2	F	ZB_As	4	0.00229753	0.461848951
L1M3	F	ZB_As	2	0.001148765	0.603566374
L1M3e	F	ZB_As	1	0.000574383	3.326964419
L1M4	F	ZB_As	8	0.00459506	1.226264024
L1M4b	F	ZB_As	4	0.00229753	3.926027163
L1M5	F	ZB_As	9	0.005169443	1.159378867
L1M6	F	ZB_As	1	0.000574383	6.583781998
L1MA4	F	ZB_As	3	0.001723148	0.859767519
L1MA5	F	ZB_As	2	0.001148765	0.862084647
L1MA5A	F	ZB_As	1	0.000574383	1.71705862
L1MA8	F	ZB_As	2	0.001148765	1.101999306
L1MA9	F	ZB_As	1	0.000574383	0.46715444
L1MB1	F	ZB_As	2	0.001148765	1.690499322
L1MB2	F	ZB_As	5	0.002871913	3.649107885
L1MB3	F	ZB_As	2	0.001148765	0.79368759
L1MB4	F	ZB_As	1	0.000574383	0.78541704
L1MB5	F	ZB_As	4	0.00229753	2.258657322
L1MB7	F	ZB_As	7	0.004020678	2.143857274
L1MB8	F	ZB_As	5	0.002871913	1.771612598
L1MC	F	ZB_As	4	0.00229753	1.571116351
L1MC1	F	ZB_As	4	0.00229753	1.528275213
L1MC2	F	ZB_As	2	0.001148765	1.908176013
L1MC3	F	ZB_As	3	0.001723148	1.212545649
L1MC4	F	ZB_As	9	0.005169443	3.433817526
L1MC5	F	ZB_As	1	0.000574383	0.61537602
L1MC5a	F	ZB_As	2	0.001148765	1.649672168
L1MCa	F	ZB_As	5	0.002871913	3.00827914
L1MCc	F	ZB_As	1	0.000574383	4.070420155
L1MD	F	ZB_As	3	0.001723148	1.011639443
L1Md_A	F	ZB_As	1	0.000574383	0.129514465
L1Md_F2	F	ZB_As	4	0.00229753	0.134524148
L1MD1	F	ZB_As	1	0.000574383	0.94460485
L1MD2	F	ZB_As	3	0.001723148	1.99435732
L1MD3	F	ZB_As	2	0.001148765	1.721114664
L1MDa	F	ZB_As	2	0.001148765	1.239124503
L1ME1	F	ZB_As	2	0.001148765	0.807020721
L1ME2	F	ZB_As	1	0.000574383	0.811364374
L1ME3	F	ZB_As	1	0.000574383	1.412938347
L1ME4a	F	ZB_As	1	0.000574383	1.379063485
L1ME4b	F	ZB_As	1	0.000574383	1.164526171
L1ME4c	F	ZB_As	1	0.000574383	2.192392802
L1MEc	F	ZB_As	6	0.003446295	2.394102545
L1MEd	F	ZB_As	2	0.001148765	1.324335428
L1MEf	F	ZB_As	1	0.000574383	0.686068934
L1MEg	F	ZB_As	1	0.000574383	0.567891822
L1MEi	F	ZB_As	1	0.000574383	4.460848211
L1VL2	F	ZB_As	8	0.00459506	3.718163935
L1VL4	F	ZB_As	5	0.002871913	1.791064916
L2	F	ZB_As	20	0.011487651	2.397779315
L2a	F	ZB_As	23	0.013210798	2.004935567
L2b	F	ZB_As	21	0.012062033	3.232999584
L2c	F	ZB_As	13	0.007466973	2.235688678
L3	F	ZB_As	18	0.010338886	3.914893654
L3b	F	ZB_As	1	0.000574383	0.92034342
L4_A_Mam	F	ZB_As	2	0.001148765	6.756771633
L4_C_Mam	F	ZB_As	5	0.002871913	18.03478237
L5	F	ZB_As	1	0.000574383	17.07668456
LFSINE_Vert	F	ZB_As	1	0.000574383	1.7306537
LTR10_RN	F	ZB_As	2	0.001148765	7.642711969
LTR101_Mam	F	ZB_As	1	0.000574383	13.66134765
LTR104_Mam	F	ZB_As	1	0.000574383	8.472153578
LTR16A	F	ZB_As	5	0.002871913	7.228226267
LTR16A2	F	ZB_As	2	0.001148765	10.28619117
LTR16B	F	ZB_As	1	0.000574383	8.248360842
LTR16C	F	ZB_As	1	0.000574383	1.58968409
LTR16E1	F	ZB_As	3	0.001723148	12.44297319
LTR33	F	ZB_As	8	0.00459506	11.64991671
LTR33A	F	ZB_As	2	0.001148765	8.455766434
LTR33A_	F	ZB_As	7	0.004020678	31.61303587
LTR40a	F	ZB_As	2	0.001148765	6.021530642
LTR40b	F	ZB_As	1	0.000574383	3.749254928
LTR41	F	ZB_As	4	0.00229753	16.65383332
LTR41B	F	ZB_As	3	0.001723148	21.64173884
LTR48B	F	ZB_As	1	0.000574383	7.237800077
LTR50	F	ZB_As	8	0.00459506	30.62438702
LTR67B	F	ZB_As	2	0.001148765	6.674246178
LTR73	F	ZB_As	2	0.001148765	30.35855032
LTR78	F	ZB_As	4	0.00229753	14.71929713
LTR81C	F	ZB_As	1	0.000574383	21.01745792
LTR82A	F	ZB_As	1	0.000574383	6.245187495
LTR83	F	ZB_As	1	0.000574383	13.01080728
LTR84b	F	ZB_As	1	0.000574383	11.56516203
LTR85a	F	ZB_As	1	0.000574383	9.145672064
LTR85b	F	ZB_As	1	0.000574383	20.42818339
LTR88c	F	ZB_As	2	0.001148765	37.04772243
LTRIS2	F	ZB_As	1	0.000574383	1.445645253
Lx	F	ZB_As	1	0.000574383	0.086697431
Lx10	F	ZB_As	2	0.001148765	0.407801422
Lx2	F	ZB_As	2	0.001148765	0.230644257
Lx2B	F	ZB_As	1	0.000574383	0.343952104
Lx2B2	F	ZB_As	1	0.000574383	0.193127374
Lx3_Mus	F	ZB_As	1	0.000574383	0.169456208
Lx3C	F	ZB_As	1	0.000574383	0.329238684
Lx4A	F	ZB_As	1	0.000574383	0.199983131
Lx4B	F	ZB_As	1	0.000574383	0.376216114
Lx5	F	ZB_As	5	0.002871913	0.650927821
Lx5b	F	ZB_As	1	0.000574383	0.26539772
Lx5c	F	ZB_As	6	0.003446295	0.778424367
Lx6	F	ZB_As	3	0.001723148	0.35413117
Lx7	F	ZB_As	9	0.005169443	0.478610822
Lx8	F	ZB_As	22	0.012636416	0.952198798
Lx8b	F	ZB_As	6	0.003446295	0.532649409
Lx9	F	ZB_As	6	0.003446295	0.263213859
MamGypLTR1a	F	ZB_As	1	0.000574383	15.17927516
MamGypLTR1b	F	ZB_As	1	0.000574383	14.86949404
MamGypLTR3	F	ZB_As	3	0.001723148	61.86270632
MamGypLTR3a	F	ZB_As	1	0.000574383	13.49268903
MamRep1527	F	ZB_As	2	0.001148765	11.59583885
MamRep605	F	ZB_As	1	0.000574383	3.442229328
MamSINE1	F	ZB_As	1	0.000574383	4.900931891
MER101B	F	ZB_As	1	0.000574383	104.0864582
MER115	F	ZB_As	1	0.000574383	4.147657729
MER117	F	ZB_As	2	0.001148765	5.648102386
MER131	F	ZB_As	1	0.000574383	7.642711969
MER135	F	ZB_As	1	0.000574383	7.563375859
MER20	F	ZB_As	12	0.00689259	4.253249145
MER20B	F	ZB_As	2	0.001148765	5.065621375
MER21B	F	ZB_As	1	0.000574383	1.30263148
MER21C	F	ZB_As	2	0.001148765	1.873823938
MER31A	F	ZB_As	1	0.000574383	2.97795044
MER33	F	ZB_As	1	0.000574383	0.784289782
MER34	F	ZB_As	3	0.001723148	8.594294718
MER34A	F	ZB_As	4	0.00229753	12.27986305
MER46C	F	ZB_As	1	0.000574383	2.701873453
MER47B	F	ZB_As	2	0.001148765	8.588666496
MER54A	F	ZB_As	1	0.000574383	7.751119231
MER57C2	F	ZB_As	1	0.000574383	5.155225526
MER58A	F	ZB_As	5	0.002871913	2.878345567
MER58B	F	ZB_As	3	0.001723148	2.232702373
MER58D	F	ZB_As	1	0.000574383	7.190182971
MER5A	F	ZB_As	3	0.001723148	0.707383697
MER5B	F	ZB_As	3	0.001723148	1.242411305
MER63D	F	ZB_As	1	0.000574383	2.040910946
MER67C	F	ZB_As	1	0.000574383	3.464050116
MER68-int	F	ZB_As	1	0.000574383	28.38721589
MER70B	F	ZB_As	1	0.000574383	8.374772503
MER74C	F	ZB_As	1	0.000574383	19.00709238
MER77	F	ZB_As	2	0.001148765	7.422124357
MER77B	F	ZB_As	1	0.000574383	4.244302181
MER81	F	ZB_As	1	0.000574383	4.131976603
MER89	F	ZB_As	2	0.001148765	6.830673823
MER89-int	F	ZB_As	1	0.000574383	21.64173884
MER90a	F	ZB_As	1	0.000574383	3.267287927
MER91A	F	ZB_As	1	0.000574383	5.648102386
MER91C	F	ZB_As	1	0.000574383	19.17382126
MER92A	F	ZB_As	1	0.000574383	59.07609792
MERV1_I-int	F	ZB_As	1	0.000574383	1.536061576
MERVL_2A-int	F	ZB_As	7	0.004020678	3.691365347
MIR	F	ZB_As	19	0.010913268	1.030738033
MIR3	F	ZB_As	29	0.016657094	3.792775269
MIRb	F	ZB_As	29	0.016657094	1.455370292
MIRc	F	ZB_As	13	0.007466973	1.18166936
MLT-int	F	ZB_As	3	0.001723148	7.669528502
MLT1A	F	ZB_As	3	0.001723148	1.300822628
MLT1A0	F	ZB_As	6	0.003446295	1.232834531
MLT1A0-int	F	ZB_As	2	0.001148765	21.2215109
MLT1A1	F	ZB_As	2	0.001148765	0.473478961
MLT1B	F	ZB_As	11	0.006318208	2.511382061
MLT1C	F	ZB_As	9	0.005169443	2.493009835
MLT1D	F	ZB_As	7	0.004020678	1.788092715
MLT1D-int	F	ZB_As	1	0.000574383	12.41940695
MLT1E	F	ZB_As	1	0.000574383	4.025443137
MLT1E1	F	ZB_As	1	0.000574383	3.736436963
MLT1E2	F	ZB_As	3	0.001723148	3.5179436
MLT1E3	F	ZB_As	2	0.001148765	4.187386251
MLT1F	F	ZB_As	5	0.002871913	6.779825134
MLT1F-int	F	ZB_As	1	0.000574383	5.083292147
MLT1F1	F	ZB_As	6	0.003446295	7.924407093
MLT1F2	F	ZB_As	3	0.001723148	2.775051574
MLT1G	F	ZB_As	1	0.000574383	2.37073278
MLT1G1	F	ZB_As	3	0.001723148	5.881118269
MLT1G3	F	ZB_As	5	0.002871913	9.908502372
MLT1H	F	ZB_As	7	0.004020678	6.491603463
MLT1H-int	F	ZB_As	2	0.001148765	11.29620477
MLT1H1	F	ZB_As	2	0.001148765	4.30278666
MLT1H2	F	ZB_As	1	0.000574383	2.085701931
MLT1I	F	ZB_As	1	0.000574383	1.202318825
MLT1J	F	ZB_As	4	0.00229753	2.875127423
MLT1J-int	F	ZB_As	1	0.000574383	4.260849168
MLT1J1	F	ZB_As	2	0.001148765	3.771899264
MLT1J2	F	ZB_As	1	0.000574383	1.902363467
MLT1K	F	ZB_As	5	0.002871913	3.860500924
MLT1L	F	ZB_As	7	0.004020678	9.70857193
MLT1N2	F	ZB_As	1	0.000574383	3.069965763
MLT1O	F	ZB_As	1	0.000574383	3.981449223
MLT2B1	F	ZB_As	1	0.000574383	1.306524581
MLT2B2	F	ZB_As	1	0.000574383	1.586223239
MLT2B4	F	ZB_As	1	0.000574383	1.144406085
MLT2F	F	ZB_As	2	0.001148765	7.225836771
MLTR11A	F	ZB_As	2	0.001148765	2.009021713
MLTR11B	F	ZB_As	5	0.002871913	3.564604735
MLTR14	F	ZB_As	10	0.005743825	3.073419043
MLTR18_MM	F	ZB_As	1	0.000574383	4.803990381
MLTR18A_MM	F	ZB_As	1	0.000574383	6.391273752
MLTR18C_MM	F	ZB_As	2	0.001148765	9.107565097
MLTR25A	F	ZB_As	1	0.000574383	0.965892896
MLTR73	F	ZB_As	1	0.000574383	2.228150482
MMERVK10C-int	F	ZB_As	1	0.000574383	0.627026857
MMVL30-int	F	ZB_As	2	0.001148765	4.389187998
MT2A	F	ZB_As	2	0.001148765	0.418738625
MT2B2	F	ZB_As	2	0.001148765	1.132253625
MTA_Mm	F	ZB_As	2	0.001148765	0.269587521
MTB	F	ZB_As	4	0.00229753	1.308284078
MTB_Mm	F	ZB_As	9	0.005169443	3.864899923
MTC	F	ZB_As	29	0.016657094	2.226037824
MTC-int	F	ZB_As	6	0.003446295	3.615906738
MTD	F	ZB_As	85	0.048822516	3.488374758
MTD-int	F	ZB_As	4	0.00229753	3.347343987
MTE-int	F	ZB_As	1	0.000574383	0.427417994
MTE2a	F	ZB_As	18	0.010338886	2.514840602
MTE2b	F	ZB_As	16	0.009190121	2.355722078
MTEa	F	ZB_As	14	0.008041356	1.477187619
MTEb	F	ZB_As	5	0.002871913	0.97624637
MTEb-int	F	ZB_As	2	0.001148765	6.725586533
MurERV4_19-int	F	ZB_As	1	0.000574383	2.157764682
MuRRS-int	F	ZB_As	3	0.001723148	6.29918047
MuRRS4-int	F	ZB_As	2	0.001148765	1.539848977
MYSERV6-int	F	ZB_As	1	0.000574383	0.637635829
ORR1A1	F	ZB_As	1	0.000574383	0.47903038
ORR1A2	F	ZB_As	2	0.001148765	0.283853727
ORR1A2-int	F	ZB_As	1	0.000574383	0.977556182
ORR1A4-int	F	ZB_As	2	0.001148765	3.147322712
ORR1B1	F	ZB_As	6	0.003446295	0.733741398
ORR1B1-int	F	ZB_As	1	0.000574383	0.704647203
ORR1B2	F	ZB_As	5	0.002871913	1.241235448
ORR1B2-int	F	ZB_As	1	0.000574383	2.444983919
ORR1C1	F	ZB_As	3	0.001723148	0.854167887
ORR1C1-int	F	ZB_As	3	0.001723148	7.760292153
ORR1C2	F	ZB_As	2	0.001148765	0.340788217
ORR1C2-int	F	ZB_As	1	0.000574383	2.360492034
ORR1D1	F	ZB_As	3	0.001723148	0.29429346
ORR1D2	F	ZB_As	29	0.016657094	4.076965081
ORR1E	F	ZB_As	40	0.022975302	3.735319559
ORR1E-int	F	ZB_As	1	0.000574383	1.470939181
ORR1F	F	ZB_As	26	0.014933946	2.403315693
ORR1G	F	ZB_As	4	0.00229753	1.815838524
ORSL-2a	F	ZB_As	1	0.000574383	30.78613554
PB1	F	ZB_As	8	0.00459506	1.438864888
PB1D10	F	ZB_As	20	0.011487651	0.641792126
PB1D11	F	ZB_As	4	0.00229753	0.44615311
PB1D7	F	ZB_As	6	0.003446295	0.51174082
PB1D9	F	ZB_As	6	0.003446295	0.427417994
RCHARR1	F	ZB_As	5	0.002871913	1.542348027
RLTR10-int	F	ZB_As	1	0.000574383	0.818964265
RLTR11A2	F	ZB_As	1	0.000574383	0.784571293
RLTR11D	F	ZB_As	1	0.000574383	3.996006624
RLTR12B	F	ZB_As	1	0.000574383	2.345295733
RLTR12E	F	ZB_As	1	0.000574383	3.362793266
RLTR12H	F	ZB_As	1	0.000574383	11.03947284
RLTR13A3	F	ZB_As	1	0.000574383	8.472153578
RLTR13C1	F	ZB_As	1	0.000574383	6.895317423
RLTR13C2	F	ZB_As	1	0.000574383	2.506669293
RLTR13D3	F	ZB_As	4	0.00229753	23.5033938
RLTR14_RN	F	ZB_As	1	0.000574383	1.827605036
RLTR14-int	F	ZB_As	2	0.001148765	2.304497231
RLTR16	F	ZB_As	2	0.001148765	3.107058455
RLTR17	F	ZB_As	1	0.000574383	1.217724581
RLTR18B	F	ZB_As	4	0.00229753	8.263953207
RLTR19	F	ZB_As	1	0.000574383	2.130424584
RLTR19-int	F	ZB_As	4	0.00229753	3.426043297
RLTR20A2B_MM	F	ZB_As	1	0.000574383	4.772523195
RLTR20A4	F	ZB_As	1	0.000574383	0.181969333
RLTR20C	F	ZB_As	1	0.000574383	8.156028445
RLTR20D	F	ZB_As	1	0.000574383	2.617743261
RLTR21	F	ZB_As	2	0.001148765	1.087470459
RLTR23	F	ZB_As	1	0.000574383	1.382552576
RLTR24	F	ZB_As	1	0.000574383	1.699701107
RLTR24B_MM	F	ZB_As	2	0.001148765	4.104818072
RLTR25B	F	ZB_As	1	0.000574383	0.563354542
RLTR26_Mus	F	ZB_As	2	0.001148765	3.814686951
RLTR26B_MM	F	ZB_As	3	0.001723148	12.37254126
RLTR26C_MM	F	ZB_As	2	0.001148765	9.203434203
RLTR27	F	ZB_As	1	0.000574383	1.292617163
RLTR28	F	ZB_As	4	0.00229753	4.352047035
RLTR30	F	ZB_As	1	0.000574383	5.241764084
RLTR30D_MM	F	ZB_As	4	0.00229753	32.26296123
RLTR30D2_MM	F	ZB_As	1	0.000574383	2.784478501
RLTR30E_MM	F	ZB_As	2	0.001148765	13.24736741
RLTR31_Mur	F	ZB_As	1	0.000574383	5.828841662
RLTR31B2	F	ZB_As	3	0.001723148	5.183752466
RLTR34C_MM	F	ZB_As	1	0.000574383	5.318286188
RLTR34D_MM	F	ZB_As	1	0.000574383	4.979078868
RLTR35B_MM	F	ZB_As	1	0.000574383	4.252559578
RLTR4_Mm	F	ZB_As	1	0.000574383	8.743262493
RLTR4_MM-int	F	ZB_As	1	0.000574383	5.013338585
RLTR41	F	ZB_As	2	0.001148765	3.791527534
RLTR42	F	ZB_As	1	0.000574383	8.095613419
RLTR42-int	F	ZB_As	1	0.000574383	0.850181106
RLTR44B	F	ZB_As	1	0.000574383	7.834464599
RLTR44C	F	ZB_As	1	0.000574383	10.55949576
RLTR45	F	ZB_As	6	0.003446295	8.03608685
RLTR46B	F	ZB_As	1	0.000574383	29.14420831
RLTR49	F	ZB_As	4	0.00229753	8.787198485
RLTR50A	F	ZB_As	1	0.000574383	24.8388139
RLTR53_Mm	F	ZB_As	1	0.000574383	4.311273419
RLTR6_Mm	F	ZB_As	1	0.000574383	8.813772674
RLTR6B_Mm	F	ZB_As	1	0.000574383	3.262411378
RLTR9A3	F	ZB_As	2	0.001148765	5.403746905
RLTR9E	F	ZB_As	3	0.001723148	4.825200051
RLTRETN_Mm	F	ZB_As	2	0.001148765	3.05494846
RMER10A	F	ZB_As	5	0.002871913	2.339271857
RMER10B	F	ZB_As	2	0.001148765	1.400266254
RMER12	F	ZB_As	1	0.000574383	0.620089538
RMER13A	F	ZB_As	1	0.000574383	2.099726823
RMER13A1	F	ZB_As	2	0.001148765	3.878998444
RMER13A2	F	ZB_As	1	0.000574383	1.412025596
RMER13B	F	ZB_As	1	0.000574383	0.995362306
RMER15	F	ZB_As	21	0.012062033	2.461372089
RMER15-int	F	ZB_As	4	0.00229753	2.70354437
RMER16_Mm	F	ZB_As	2	0.001148765	9.586910628
RMER16-int	F	ZB_As	2	0.001148765	1.556294499
RMER16B2	F	ZB_As	1	0.000574383	6.192112247
RMER16B3	F	ZB_As	1	0.000574383	20.81729165
RMER17A	F	ZB_As	1	0.000574383	1.130204562
RMER17B	F	ZB_As	3	0.001723148	2.16846788
RMER17B2	F	ZB_As	1	0.000574383	2.355404766
RMER17C	F	ZB_As	2	0.001148765	0.6431707
RMER17C-int	F	ZB_As	1	0.000574383	1.068858495
RMER19A	F	ZB_As	2	0.001148765	1.973648418
RMER19B	F	ZB_As	10	0.005743825	3.686651414
RMER19B2	F	ZB_As	3	0.001723148	2.761030261
RMER19C	F	ZB_As	4	0.00229753	3.112588997
RMER20A	F	ZB_As	1	0.000574383	1.370417319
RMER20B	F	ZB_As	5	0.002871913	5.378483325
RMER20C_Mm	F	ZB_As	2	0.001148765	2.672146239
RMER21A	F	ZB_As	3	0.001723148	9.057247057
RMER21B	F	ZB_As	3	0.001723148	5.059758387
RMER30	F	ZB_As	2	0.001148765	1.185687889
RMER4B	F	ZB_As	2	0.001148765	0.809861291
RMER5	F	ZB_As	1	0.000574383	0.285056811
RMER6A	F	ZB_As	2	0.001148765	1.036668543
RMER6B	F	ZB_As	4	0.00229753	6.067496525
RSINE1	F	ZB_As	30	0.017231476	0.542556541
Tigger1	F	ZB_As	1	0.000574383	2.022031104
Tigger11a	F	ZB_As	1	0.000574383	29.14420831
Tigger12c	F	ZB_As	1	0.000574383	22.30424105
Tigger15a	F	ZB_As	1	0.000574383	3.052815116
Tigger5	F	ZB_As	3	0.001723148	3.31017005
Tigger5b	F	ZB_As	1	0.000574383	0.880312373
Tigger6a	F	ZB_As	1	0.000574383	5.860095505
Tigger7	F	ZB_As	2	0.001148765	0.836035809
Tigger9b	F	ZB_As	1	0.000574383	5.939716367
UCON29	F	ZB_As	2	0.001148765	29.73898807
URR1B	F	ZB_As	1	0.000574383	0.124825288
X7A_LINE	F	ZB_As	1	0.000574383	13.167564
X7C_LINE	F	ZB_As	1	0.000574383	13.9223925
B1_Mm	M	ZB_As	1	0.001897533	0.159906818
B1_Mur1	M	ZB_As	4	0.007590133	0.719355675
B1_Mur3	M	ZB_As	3	0.0056926	0.832592195
B1_Mur4	M	ZB_As	5	0.009487666	0.834921851
B1_Mus1	M	ZB_As	1	0.001897533	0.072003351
B1_Mus2	M	ZB_As	5	0.009487666	0.482021795
B1F	M	ZB_As	2	0.003795066	0.304705872
B1F1	M	ZB_As	3	0.0056926	1.049066166
B1F2	M	ZB_As	3	0.0056926	1.244654773
B2_Mm1a	M	ZB_As	1	0.001897533	0.36953442
B2_Mm2	M	ZB_As	3	0.0056926	0.227581089
B3	M	ZB_As	11	0.020872865	0.50911289
B3A	M	ZB_As	9	0.017077799	0.668191575
B4	M	ZB_As	9	0.017077799	0.975322642
B4A	M	ZB_As	18	0.034155598	1.170773716
Charlie1	M	ZB_As	1	0.001897533	7.100365886
Charlie1a	M	ZB_As	2	0.003795066	5.183827786
Charlie4a	M	ZB_As	1	0.001897533	6.279193136
CR1_Mam	M	ZB_As	1	0.001897533	26.9442989
